1.7488857805e-04 5.8320597142e+06
4.3298489686e-05 2.6441307169e+08
1.6165174578e-04 8.2942349457e+07
8.9801387018e-06 -4.0703478911e+07
3.6350679221e-05 2.2519503301e+08
1.5789536724e-04 -8.7783961880e+07
1.5280953137e-04 1.4970857163e+08
1.0516630463e-05 -7.1476366202e+06
9.1893131446e-06 3.0700004320e+07
2.6104943318e-05 -1.3598999194e+08
7.4209613252e-05 -3.6244888925e+08
1.5516912554e-04 8.2504316797e+07
1.6916491962e-05 -2.6230325287e+07
7.0486453620e-05 3.4627773190e+08
1.3488590731e-05 5.6206148147e+07
3.6020080424e-05 1.9346611592e+08
2.0632432327e-05 -6.5803336550e+07
1.5448644546e-04 9.0941412152e+07
1.4751580663e-04 1.6061223265e+08
1.5252857041e-04 -8.9618586745e+07
1.6384747310e-04 -3.1874157599e+07
2.6305171824e-05 1.0770412233e+08
1.4194345189e-04 2.0553974004e+08
1.5153875111e-04 -1.0016417888e+08
1.5247774263e-04 1.2091936193e+08
1.3944717548e-04 -2.3097765026e+08
1.3832652442e-04 2.2207768458e+08
2.3379358099e-05 -1.1165986350e+08
1.5771720960e-04 6.7185227629e+07
7.5296349306e-06 2.2043915468e+07
1.3227136787e-04 -2.3877992788e+08
1.5497688047e-04 -5.7120367833e+07
8.0794192651e-05 3.6429166537e+08
1.5302469901e-04 3.1165733594e+07
4.3416874963e-05 -2.5945439167e+08
1.3241367647e-04 -2.3049525678e+08
1.6048282693e-04 -4.6503519603e+07
9.4691901008e-05 -3.5294473482e+08
1.3786183101e-04 1.9679691606e+08
1.4807493819e-04 -1.4086355083e+08
1.2645592880e-04 -2.9631244984e+08
1.7012690686e-05 -8.5538981017e+07
6.7909452750e-05 3.2415834194e+08
1.2864111141e-04 -2.4473798676e+08
1.2848772041e-04 2.6703986302e+08
1.4941061764e-04 1.7840072710e+08
1.4716843178e-04 1.0213331801e+08
1.4937676877e-04 7.1941919024e+07
2.7891436756e-05 -1.4028058509e+08
1.2318962693e-04 2.8589403520e+08
8.0820540394e-05 3.6010256880e+08
2.4382194087e-05 -3.4998835587e+07
4.3512148878e-05 2.3277297375e+08
1.3529416018e-04 2.1403313415e+08
1.3207603972e-04 2.3295304778e+08
1.2428474087e-04 -2.6641036710e+08
3.7798372460e-05 -1.7512569290e+08
1.4488530146e-04 -1.1791572096e+08
7.3603322057e-05 -3.3746413435e+08
7.1650100649e-05 3.6355307957e+08
1.2197072054e-04 -2.7059073772e+08
1.0744960402e-04 3.6636094740e+08
1.4132182027e-04 1.4422199845e+08
3.7571106071e-05 1.6430027393e+08
9.8278427895e-05 3.4803485639e+08
7.1406048258e-05 -3.3277606836e+08
2.8714476318e-05 -8.3385835013e+07
1.4441694275e-04 -1.3697517158e+08
1.1338432760e-04 -2.9780078689e+08
1.4543754417e-04 1.2200927190e+08
7.2553062237e-05 -3.2869644967e+08
8.0890131801e-05 -3.4143305427e+08
3.3092739626e-05 -1.3395276181e+08
4.6104130824e-05 -2.2096496094e+08
8.7490113516e-05 -3.4455453388e+08
5.1686805508e-05 -2.5278441968e+08
5.1638970325e-05 -2.5289360374e+08
2.6677833067e-05 4.1472743531e+07
2.5891950247e-05 1.4853710342e+07
1.5330694335e-04 -6.0697574152e+07
5.7737123912e-05 -2.8179814589e+08
3.0141704917e-05 9.3852468457e+07
3.7411712447e-05 -1.7279222668e+08
1.6480615201e-04 7.2780469384e+06
3.9215821186e-05 -1.8517479702e+08
8.9506519880e-05 3.4799735532e+08
4.5395242193e-05 2.1881721319e+08
2.9006785769e-05 4.4896576314e+07
6.8929411538e-05 3.1331401865e+08
