1.826027811490346835e+02 0.000000000000000000e+00
1.922673628106629735e+02 5.649324770484811964e+00
2.639651544266716883e+02 5.614656025529422578e+01
2.366560662484663453e+02 2.377009020308873630e+02
3.008102863104311098e+01 2.840955928347713098e+02
-5.269333283259059897e+01 1.624881720830346694e+02
-3.544157096367673887e+01 1.160104187943026375e+02
-4.235419555759816035e+01 9.459341975802323077e+01
-3.774953365520586601e+01 7.567361732426017795e+01
-3.784607304752995560e+01 6.673543531141028495e+01
-3.824895441417960029e+01 5.886980434268906492e+01
-4.102412046845817173e+01 5.046643760770676579e+01
-3.911322137640819108e+01 4.266937682521963637e+01
-3.946222771794835182e+01 3.824234669946239507e+01
-3.874230450239647183e+01 3.291069069407626557e+01
-3.876367660437500007e+01 2.982218844030509786e+01
-3.929234117019748851e+01 2.601103222755089561e+01
-3.981149500096533700e+01 2.218113415828615587e+01
-3.917579605978403379e+01 1.837123788614383102e+01
-3.902895639166166575e+01 1.587983546664592183e+01
-3.900157304657979296e+01 1.293975795937653572e+01
-3.909565101341637217e+01 1.059664433258157601e+01
-3.946220910903765855e+01 7.734330782930925352e+00
-3.937144260449746014e+01 4.893688195868087121e+00
-3.912006933476631332e+01 2.278559122706356632e+00
-3.894451564017637679e+01 0.000000000000000000e+00
