1.842964440584182739e-01 0.000000000000000000e+00
1.842062175273895264e-01 3.414349257946014404e-02
1.842990219593048096e-01 8.459378033876419067e-02
1.855798214673995972e-01 1.618361175060272217e-01
1.894538253545761108e-01 2.658585906028747559e-01
1.973713338375091553e-01 3.835931122303009033e-01
2.104235440492630005e-01 4.891101419925689697e-01
2.289666235446929932e-01 5.467395186424255371e-01
2.523523867130279541e-01 5.167598724365234375e-01
2.788307070732116699e-01 3.627723157405853271e-01
3.056616783142089844e-01 5.946083366870880127e-02
3.294377624988555908e-01 -4.007653594017028809e-01
3.465740978717803955e-01 -1.003685593605041504e+00
3.538872301578521729e-01 -1.712794065475463867e+00
3.491565585136413574e-01 -2.472855329513549805e+00
3.315582275390625000e-01 -3.217124223709106445e+00
3.018789589405059814e-01 -3.877071142196655273e+00
2.624559104442596436e-01 -4.392881393432617188e+00
2.168444693088531494e-01 -4.722733497619628906e+00
1.692693084478378296e-01 -4.849053859710693359e+00
1.239631623029708862e-01 -4.780503273010253906e+00
8.451993018388748169e-02 -4.549341678619384766e+00
5.338742956519126892e-02 -4.204763412475585938e+00
3.159311786293983459e-02 -3.803639650344848633e+00
1.874514110386371613e-02 -3.400605678558349609e+00
1.329088956117630005e-02 -3.039491415023803711e+00
1.296112593263387680e-02 -2.747712850570678711e+00
1.529240515083074570e-02 -2.534482240676879883e+00
1.811152137815952301e-02 -2.392804622650146484e+00
1.988445781171321869e-02 -2.304394483566284180e+00
1.987242512404918671e-02 -2.246061563491821289e+00
1.808809861540794373e-02 -2.195950746536254883e+00
1.509267278015613556e-02 -2.138242244720458984e+00
1.170711964368820190e-02 -2.065459966659545898e+00
8.722004480659961700e-03 -1.978243470191955566e+00
6.678539328277111053e-03 -1.883089303970336914e+00
5.764433648437261581e-03 -1.789013266563415527e+00
5.831202492117881775e-03 -1.704228401184082031e+00
6.505655124783515930e-03 -1.633751034736633301e+00
7.346356753259897232e-03 -1.578453540802001953e+00
7.990729063749313354e-03 -1.535580515861511230e+00
8.249645121395587921e-03 -1.500315308570861816e+00
8.128754794597625732e-03 -1.467730522155761719e+00
7.781466003507375717e-03 -1.434434056282043457e+00
7.419376168400049210e-03 -1.399415016174316406e+00
7.216230500489473343e-03 -1.363919496536254883e+00
7.239123806357383728e-03 -1.330522537231445312e+00
7.427691016346216202e-03 -1.301813960075378418e+00
7.623733021318912506e-03 -1.279197812080383301e+00
7.636364549398422241e-03 -1.262222766876220703e+00
