2.649261805099061462e+01 0.000000000000000000e+00
1.627781527257408101e+01 -2.286676837601450885e+01
9.161132659295334690e+01 -5.423763427010163696e+01
1.457012689709893039e+02 6.593597018922537245e+01
2.666801352906407629e+01 1.340568090273701500e+02
-2.820430156858056492e+01 6.371005842979189993e+01
-1.318471978366114250e+01 4.289590778765857948e+01
-1.842526629884738654e+01 3.351640980214339294e+01
-1.374988527799619753e+01 2.616430208781850553e+01
-1.562671994399265252e+01 2.263876226194523866e+01
-1.349730367105754070e+01 1.848867890236575207e+01
-1.439833372889568430e+01 1.662248220539742505e+01
-1.328002359011018285e+01 1.381258107039300143e+01
-1.374701440479138981e+01 1.260698892461340392e+01
-1.313056677203205247e+01 1.051643315451356564e+01
-1.336388789150535317e+01 9.614518155457819404e+00
-1.303004137167254406e+01 7.967807350929627219e+00
-1.312527188254766308e+01 7.209372971095035609e+00
-1.296274393586593376e+01 5.861458377216985483e+00
-1.297367672647251347e+01 5.162079534006601023e+00
-1.291873870049562001e+01 4.026976672848491035e+00
-1.287989447516826402e+01 3.335519052626622738e+00
-1.289210170089727114e+01 2.357175781552669491e+00
-1.282859284693365964e+01 1.637900206590853003e+00
-1.287952434372423838e+01 7.763338425886807670e-01
-1.281224895165648725e+01 0.000000000000000000e+00
