f [Hz]  Z [Ohm] 
 (9.70000e+03+0.00000e+00j)  (8.17187e-01+6.99978e-02j)
 (9.80000e+03+0.00000e+00j)  (8.17433e-01+6.97987e-02j)
 (9.90000e+03+0.00000e+00j)  (8.17674e-01+6.96056e-02j)
 (1.00000e+04+0.00000e+00j)  (8.17910e-01+6.94185e-02j)
 (1.10000e+04+0.00000e+00j)  (8.20010e-01+6.78496e-02j)
 (1.20000e+04+0.00000e+00j)  (8.21731e-01+6.67570e-02j)
 (1.30000e+04+0.00000e+00j)  (8.23167e-01+6.60553e-02j)
 (1.40000e+04+0.00000e+00j)  (8.24383e-01+6.56782e-02j)
 (1.50000e+04+0.00000e+00j)  (8.25431e-01+6.55729e-02j)
 (1.60000e+04+0.00000e+00j)  (8.26346e-01+6.56974e-02j)
 (1.70000e+04+0.00000e+00j)  (8.27157e-01+6.60174e-02j)
 (1.80000e+04+0.00000e+00j)  (8.27885e-01+6.65049e-02j)
 (1.90000e+04+0.00000e+00j)  (8.28547e-01+6.71368e-02j)
 (2.00000e+04+0.00000e+00j)  (8.29156e-01+6.78940e-02j)
 (2.10000e+04+0.00000e+00j)  (8.29723e-01+6.87604e-02j)
 (2.20000e+04+0.00000e+00j)  (8.30256e-01+6.97223e-02j)
 (2.30000e+04+0.00000e+00j)  (8.30762e-01+7.07682e-02j)
 (2.40000e+04+0.00000e+00j)  (8.31246e-01+7.18882e-02j)
 (2.50000e+04+0.00000e+00j)  (8.31713e-01+7.30738e-02j)
 (2.60000e+04+0.00000e+00j)  (8.32167e-01+7.43178e-02j)
 (2.70000e+04+0.00000e+00j)  (8.32610e-01+7.56138e-02j)
 (2.80000e+04+0.00000e+00j)  (8.33046e-01+7.69561e-02j)
 (2.90000e+04+0.00000e+00j)  (8.33476e-01+7.83400e-02j)
 (3.00000e+04+0.00000e+00j)  (8.33902e-01+7.97612e-02j)
 (3.10000e+04+0.00000e+00j)  (8.34327e-01+8.12158e-02j)
 (3.20000e+04+0.00000e+00j)  (8.34750e-01+8.27005e-02j)
 (3.30000e+04+0.00000e+00j)  (8.35174e-01+8.42124e-02j)
 (3.40000e+04+0.00000e+00j)  (8.35599e-01+8.57486e-02j)
 (3.50000e+04+0.00000e+00j)  (8.36026e-01+8.73070e-02j)
 (3.60000e+04+0.00000e+00j)  (8.36456e-01+8.88852e-02j)
 (3.70000e+04+0.00000e+00j)  (8.36889e-01+9.04814e-02j)
 (3.80000e+04+0.00000e+00j)  (8.37326e-01+9.20938e-02j)
 (3.90000e+04+0.00000e+00j)  (8.37767e-01+9.37208e-02j)
 (4.00000e+04+0.00000e+00j)  (8.38213e-01+9.53610e-02j)
 (4.10000e+04+0.00000e+00j)  (8.38664e-01+9.70130e-02j)
 (4.20000e+04+0.00000e+00j)  (8.39121e-01+9.86756e-02j)
 (4.30000e+04+0.00000e+00j)  (8.39583e-01+1.00348e-01j)
 (4.40000e+04+0.00000e+00j)  (8.40051e-01+1.02028e-01j)
 (4.50000e+04+0.00000e+00j)  (8.40524e-01+1.03716e-01j)
 (4.60000e+04+0.00000e+00j)  (8.41004e-01+1.05411e-01j)
 (4.70000e+04+0.00000e+00j)  (8.41490e-01+1.07112e-01j)
 (4.80000e+04+0.00000e+00j)  (8.41982e-01+1.08818e-01j)
 (4.90000e+04+0.00000e+00j)  (8.42481e-01+1.10528e-01j)
 (5.00000e+04+0.00000e+00j)  (8.42986e-01+1.12242e-01j)
 (5.10000e+04+0.00000e+00j)  (8.43498e-01+1.13959e-01j)
 (5.20000e+04+0.00000e+00j)  (8.44017e-01+1.15679e-01j)
 (5.30000e+04+0.00000e+00j)  (8.44542e-01+1.17402e-01j)
 (5.40000e+04+0.00000e+00j)  (8.45073e-01+1.19125e-01j)
 (5.50000e+04+0.00000e+00j)  (8.45612e-01+1.20850e-01j)
 (5.60000e+04+0.00000e+00j)  (8.46156e-01+1.22576e-01j)
 (5.70000e+04+0.00000e+00j)  (8.46708e-01+1.24302e-01j)
 (5.80000e+04+0.00000e+00j)  (8.47266e-01+1.26028e-01j)
 (5.90000e+04+0.00000e+00j)  (8.47831e-01+1.27754e-01j)
 (6.00000e+04+0.00000e+00j)  (8.48402e-01+1.29479e-01j)
 (6.10000e+04+0.00000e+00j)  (8.48980e-01+1.31204e-01j)
 (6.20000e+04+0.00000e+00j)  (8.49564e-01+1.32926e-01j)
 (6.30000e+04+0.00000e+00j)  (8.50155e-01+1.34648e-01j)
 (6.40000e+04+0.00000e+00j)  (8.50752e-01+1.36367e-01j)
 (6.50000e+04+0.00000e+00j)  (8.51356e-01+1.38084e-01j)
 (6.60000e+04+0.00000e+00j)  (8.51966e-01+1.39799e-01j)
 (6.70000e+04+0.00000e+00j)  (8.52582e-01+1.41512e-01j)
 (6.80000e+04+0.00000e+00j)  (8.53204e-01+1.43221e-01j)
 (6.90000e+04+0.00000e+00j)  (8.53833e-01+1.44928e-01j)
 (7.00000e+04+0.00000e+00j)  (8.54467e-01+1.46632e-01j)
 (7.10000e+04+0.00000e+00j)  (8.55108e-01+1.48332e-01j)
 (7.20000e+04+0.00000e+00j)  (8.55754e-01+1.50028e-01j)
 (7.30000e+04+0.00000e+00j)  (8.56407e-01+1.51721e-01j)
 (7.40000e+04+0.00000e+00j)  (8.57065e-01+1.53410e-01j)
 (7.50000e+04+0.00000e+00j)  (8.57728e-01+1.55095e-01j)
 (7.60000e+04+0.00000e+00j)  (8.58398e-01+1.56776e-01j)
 (7.70000e+04+0.00000e+00j)  (8.59073e-01+1.58453e-01j)
 (7.80000e+04+0.00000e+00j)  (8.59753e-01+1.60125e-01j)
 (7.90000e+04+0.00000e+00j)  (8.60439e-01+1.61793e-01j)
 (8.00000e+04+0.00000e+00j)  (8.61131e-01+1.63456e-01j)
 (8.10000e+04+0.00000e+00j)  (8.61827e-01+1.65114e-01j)
 (8.20000e+04+0.00000e+00j)  (8.62529e-01+1.66767e-01j)
 (8.30000e+04+0.00000e+00j)  (8.63235e-01+1.68416e-01j)
 (8.40000e+04+0.00000e+00j)  (8.63947e-01+1.70059e-01j)
 (8.50000e+04+0.00000e+00j)  (8.64664e-01+1.71697e-01j)
 (8.60000e+04+0.00000e+00j)  (8.65385e-01+1.73330e-01j)
 (8.70000e+04+0.00000e+00j)  (8.66112e-01+1.74958e-01j)
 (8.80000e+04+0.00000e+00j)  (8.66843e-01+1.76580e-01j)
 (8.90000e+04+0.00000e+00j)  (8.67578e-01+1.78196e-01j)
 (9.00000e+04+0.00000e+00j)  (8.68318e-01+1.79807e-01j)
 (9.10000e+04+0.00000e+00j)  (8.69063e-01+1.81413e-01j)
 (9.20000e+04+0.00000e+00j)  (8.69812e-01+1.83013e-01j)
 (9.30000e+04+0.00000e+00j)  (8.70565e-01+1.84607e-01j)
 (9.40000e+04+0.00000e+00j)  (8.71322e-01+1.86195e-01j)
 (9.50000e+04+0.00000e+00j)  (8.72083e-01+1.87777e-01j)
 (9.60000e+04+0.00000e+00j)  (8.72849e-01+1.89354e-01j)
 (9.70000e+04+0.00000e+00j)  (8.73618e-01+1.90924e-01j)
 (9.80000e+04+0.00000e+00j)  (8.74391e-01+1.92489e-01j)
 (9.90000e+04+0.00000e+00j)  (8.75168e-01+1.94047e-01j)
 (1.00000e+05+0.00000e+00j)  (8.75949e-01+1.95600e-01j)
 (1.10000e+05+0.00000e+00j)  (8.83938e-01+2.10782e-01j)
 (1.20000e+05+0.00000e+00j)  (8.92206e-01+2.25330e-01j)
 (1.30000e+05+0.00000e+00j)  (9.00676e-01+2.39237e-01j)
 (1.40000e+05+0.00000e+00j)  (9.09279e-01+2.52511e-01j)
 (1.50000e+05+0.00000e+00j)  (9.17954e-01+2.65170e-01j)
 (1.60000e+05+0.00000e+00j)  (9.26646e-01+2.77238e-01j)
 (1.70000e+05+0.00000e+00j)  (9.35308e-01+2.88745e-01j)
 (1.80000e+05+0.00000e+00j)  (9.43901e-01+2.99725e-01j)
 (1.90000e+05+0.00000e+00j)  (9.52392e-01+3.10212e-01j)
 (2.00000e+05+0.00000e+00j)  (9.60754e-01+3.20241e-01j)
 (2.10000e+05+0.00000e+00j)  (9.68967e-01+3.29848e-01j)
 (2.20000e+05+0.00000e+00j)  (9.77015e-01+3.39067e-01j)
 (2.30000e+05+0.00000e+00j)  (9.84884e-01+3.47931e-01j)
 (2.40000e+05+0.00000e+00j)  (9.92568e-01+3.56470e-01j)
 (2.50000e+05+0.00000e+00j)  (1.00006e+00+3.64715e-01j)
 (2.60000e+05+0.00000e+00j)  (1.00736e+00+3.72692e-01j)
 (2.70000e+05+0.00000e+00j)  (1.01446e+00+3.80427e-01j)
 (2.80000e+05+0.00000e+00j)  (1.02137e+00+3.87944e-01j)
 (2.90000e+05+0.00000e+00j)  (1.02809e+00+3.95264e-01j)
 (3.00000e+05+0.00000e+00j)  (1.03463e+00+4.02406e-01j)
 (3.10000e+05+0.00000e+00j)  (1.04098e+00+4.09389e-01j)
 (3.20000e+05+0.00000e+00j)  (1.04715e+00+4.16230e-01j)
 (3.30000e+05+0.00000e+00j)  (1.05315e+00+4.22942e-01j)
 (3.40000e+05+0.00000e+00j)  (1.05898e+00+4.29540e-01j)
 (3.50000e+05+0.00000e+00j)  (1.06466e+00+4.36036e-01j)
 (3.60000e+05+0.00000e+00j)  (1.07018e+00+4.42440e-01j)
 (3.70000e+05+0.00000e+00j)  (1.07555e+00+4.48763e-01j)
 (3.80000e+05+0.00000e+00j)  (1.08079e+00+4.55013e-01j)
 (3.90000e+05+0.00000e+00j)  (1.08588e+00+4.61199e-01j)
 (4.00000e+05+0.00000e+00j)  (1.09085e+00+4.67328e-01j)
 (4.10000e+05+0.00000e+00j)  (1.09570e+00+4.73406e-01j)
 (4.20000e+05+0.00000e+00j)  (1.10043e+00+4.79439e-01j)
 (4.30000e+05+0.00000e+00j)  (1.10505e+00+4.85433e-01j)
 (4.40000e+05+0.00000e+00j)  (1.10956e+00+4.91392e-01j)
 (4.50000e+05+0.00000e+00j)  (1.11398e+00+4.97319e-01j)
 (4.60000e+05+0.00000e+00j)  (1.11830e+00+5.03220e-01j)
 (4.70000e+05+0.00000e+00j)  (1.12253e+00+5.09097e-01j)
 (4.80000e+05+0.00000e+00j)  (1.12667e+00+5.14953e-01j)
 (4.90000e+05+0.00000e+00j)  (1.13073e+00+5.20791e-01j)
 (5.00000e+05+0.00000e+00j)  (1.13472e+00+5.26613e-01j)
 (5.10000e+05+0.00000e+00j)  (1.13863e+00+5.32421e-01j)
 (5.20000e+05+0.00000e+00j)  (1.14247e+00+5.38217e-01j)
 (5.30000e+05+0.00000e+00j)  (1.14625e+00+5.44002e-01j)
 (5.40000e+05+0.00000e+00j)  (1.14996e+00+5.49779e-01j)
 (5.50000e+05+0.00000e+00j)  (1.15362e+00+5.55547e-01j)
 (5.60000e+05+0.00000e+00j)  (1.15722e+00+5.61309e-01j)
 (5.70000e+05+0.00000e+00j)  (1.16077e+00+5.67065e-01j)
 (5.80000e+05+0.00000e+00j)  (1.16427e+00+5.72816e-01j)
 (5.90000e+05+0.00000e+00j)  (1.16773e+00+5.78563e-01j)
 (6.00000e+05+0.00000e+00j)  (1.17114e+00+5.84305e-01j)
 (6.10000e+05+0.00000e+00j)  (1.17451e+00+5.90045e-01j)
 (6.20000e+05+0.00000e+00j)  (1.17783e+00+5.95781e-01j)
 (6.30000e+05+0.00000e+00j)  (1.18113e+00+6.01514e-01j)
 (6.40000e+05+0.00000e+00j)  (1.18438e+00+6.07245e-01j)
 (6.50000e+05+0.00000e+00j)  (1.18761e+00+6.12974e-01j)
 (6.60000e+05+0.00000e+00j)  (1.19080e+00+6.18701e-01j)
 (6.70000e+05+0.00000e+00j)  (1.19396e+00+6.24426e-01j)
 (6.80000e+05+0.00000e+00j)  (1.19710e+00+6.30149e-01j)
 (6.90000e+05+0.00000e+00j)  (1.20021e+00+6.35870e-01j)
 (7.00000e+05+0.00000e+00j)  (1.20329e+00+6.41589e-01j)
 (7.10000e+05+0.00000e+00j)  (1.20635e+00+6.47306e-01j)
 (7.20000e+05+0.00000e+00j)  (1.20939e+00+6.53021e-01j)
 (7.30000e+05+0.00000e+00j)  (1.21241e+00+6.58734e-01j)
 (7.40000e+05+0.00000e+00j)  (1.21541e+00+6.64444e-01j)
 (7.50000e+05+0.00000e+00j)  (1.21839e+00+6.70152e-01j)
 (7.60000e+05+0.00000e+00j)  (1.22135e+00+6.75858e-01j)
 (7.70000e+05+0.00000e+00j)  (1.22430e+00+6.81561e-01j)
 (7.80000e+05+0.00000e+00j)  (1.22723e+00+6.87261e-01j)
 (7.90000e+05+0.00000e+00j)  (1.23015e+00+6.92958e-01j)
 (8.00000e+05+0.00000e+00j)  (1.23306e+00+6.98652e-01j)
 (8.10000e+05+0.00000e+00j)  (1.23595e+00+7.04342e-01j)
 (8.20000e+05+0.00000e+00j)  (1.23883e+00+7.10029e-01j)
 (8.30000e+05+0.00000e+00j)  (1.24170e+00+7.15712e-01j)
 (8.40000e+05+0.00000e+00j)  (1.24456e+00+7.21391e-01j)
 (8.50000e+05+0.00000e+00j)  (1.24740e+00+7.27066e-01j)
 (8.60000e+05+0.00000e+00j)  (1.25024e+00+7.32737e-01j)
 (8.70000e+05+0.00000e+00j)  (1.25307e+00+7.38403e-01j)
 (8.80000e+05+0.00000e+00j)  (1.25590e+00+7.44065e-01j)
 (8.90000e+05+0.00000e+00j)  (1.25871e+00+7.49721e-01j)
 (9.00000e+05+0.00000e+00j)  (1.26152e+00+7.55373e-01j)
 (9.10000e+05+0.00000e+00j)  (1.26432e+00+7.61019e-01j)
 (9.20000e+05+0.00000e+00j)  (1.26712e+00+7.66660e-01j)
 (9.30000e+05+0.00000e+00j)  (1.26991e+00+7.72295e-01j)
 (9.40000e+05+0.00000e+00j)  (1.27269e+00+7.77924e-01j)
 (9.50000e+05+0.00000e+00j)  (1.27547e+00+7.83548e-01j)
 (9.60000e+05+0.00000e+00j)  (1.27824e+00+7.89165e-01j)
 (9.70000e+05+0.00000e+00j)  (1.28101e+00+7.94776e-01j)
 (9.80000e+05+0.00000e+00j)  (1.28378e+00+8.00380e-01j)
 (9.90000e+05+0.00000e+00j)  (1.28654e+00+8.05978e-01j)
 (1.00000e+06+0.00000e+00j)  (1.28930e+00+8.11570e-01j)
 (1.10000e+06+0.00000e+00j)  (1.31674e+00+8.67082e-01j)
 (1.20000e+06+0.00000e+00j)  (1.34403e+00+9.21793e-01j)
 (1.30000e+06+0.00000e+00j)  (1.37127e+00+9.75628e-01j)
 (1.40000e+06+0.00000e+00j)  (1.39850e+00+1.02855e+00j)
 (1.50000e+06+0.00000e+00j)  (1.42574e+00+1.08053e+00j)
 (1.60000e+06+0.00000e+00j)  (1.45301e+00+1.13159e+00j)
 (1.70000e+06+0.00000e+00j)  (1.48030e+00+1.18172e+00j)
 (1.80000e+06+0.00000e+00j)  (1.50761e+00+1.23097e+00j)
 (1.90000e+06+0.00000e+00j)  (1.53495e+00+1.27934e+00j)
 (2.00000e+06+0.00000e+00j)  (1.56231e+00+1.32686e+00j)
 (2.10000e+06+0.00000e+00j)  (1.58968e+00+1.37356e+00j)
 (2.20000e+06+0.00000e+00j)  (1.61708e+00+1.41946e+00j)
 (2.30000e+06+0.00000e+00j)  (1.64448e+00+1.46458e+00j)
 (2.40000e+06+0.00000e+00j)  (1.67191e+00+1.50895e+00j)
 (2.50000e+06+0.00000e+00j)  (1.69934e+00+1.55258e+00j)
 (2.60000e+06+0.00000e+00j)  (1.72679e+00+1.59549e+00j)
 (2.70000e+06+0.00000e+00j)  (1.75425e+00+1.63770e+00j)
 (2.80000e+06+0.00000e+00j)  (1.78171e+00+1.67922e+00j)
 (2.90000e+06+0.00000e+00j)  (1.80918e+00+1.72006e+00j)
 (3.00000e+06+0.00000e+00j)  (1.83664e+00+1.76024e+00j)
 (3.10000e+06+0.00000e+00j)  (1.86409e+00+1.79977e+00j)
 (3.20000e+06+0.00000e+00j)  (1.89154e+00+1.83867e+00j)
 (3.30000e+06+0.00000e+00j)  (1.91896e+00+1.87694e+00j)
 (3.40000e+06+0.00000e+00j)  (1.94636e+00+1.91459e+00j)
 (3.50000e+06+0.00000e+00j)  (1.97373e+00+1.95164e+00j)
 (3.60000e+06+0.00000e+00j)  (2.00106e+00+1.98809e+00j)
 (3.70000e+06+0.00000e+00j)  (2.02835e+00+2.02396e+00j)
 (3.80000e+06+0.00000e+00j)  (2.05558e+00+2.05926e+00j)
 (3.90000e+06+0.00000e+00j)  (2.08276e+00+2.09399e+00j)
 (4.00000e+06+0.00000e+00j)  (2.10988e+00+2.12818e+00j)
 (4.10000e+06+0.00000e+00j)  (2.13692e+00+2.16182e+00j)
 (4.20000e+06+0.00000e+00j)  (2.16388e+00+2.19493e+00j)
 (4.30000e+06+0.00000e+00j)  (2.19076e+00+2.22752e+00j)
 (4.40000e+06+0.00000e+00j)  (2.21755e+00+2.25961e+00j)
 (4.50000e+06+0.00000e+00j)  (2.24423e+00+2.29119e+00j)
 (4.60000e+06+0.00000e+00j)  (2.27082e+00+2.32229e+00j)
 (4.70000e+06+0.00000e+00j)  (2.29730e+00+2.35290e+00j)
 (4.80000e+06+0.00000e+00j)  (2.32366e+00+2.38305e+00j)
 (4.90000e+06+0.00000e+00j)  (2.34990e+00+2.41275e+00j)
 (5.00000e+06+0.00000e+00j)  (2.37602e+00+2.44200e+00j)
 (5.10000e+06+0.00000e+00j)  (2.40200e+00+2.47081e+00j)
 (5.20000e+06+0.00000e+00j)  (2.42786e+00+2.49920e+00j)
 (5.30000e+06+0.00000e+00j)  (2.45357e+00+2.52717e+00j)
 (5.40000e+06+0.00000e+00j)  (2.47915e+00+2.55473e+00j)
 (5.50000e+06+0.00000e+00j)  (2.50458e+00+2.58191e+00j)
 (5.60000e+06+0.00000e+00j)  (2.52986e+00+2.60869e+00j)
 (5.70000e+06+0.00000e+00j)  (2.55499e+00+2.63511e+00j)
 (5.80000e+06+0.00000e+00j)  (2.57997e+00+2.66115e+00j)
 (5.90000e+06+0.00000e+00j)  (2.60479e+00+2.68685e+00j)
 (6.00000e+06+0.00000e+00j)  (2.62946e+00+2.71219e+00j)
 (6.10000e+06+0.00000e+00j)  (2.65396e+00+2.73720e+00j)
 (6.20000e+06+0.00000e+00j)  (2.67831e+00+2.76188e+00j)
 (6.30000e+06+0.00000e+00j)  (2.70249e+00+2.78624e+00j)
 (6.40000e+06+0.00000e+00j)  (2.72651e+00+2.81029e+00j)
 (6.50000e+06+0.00000e+00j)  (2.75036e+00+2.83404e+00j)
 (6.60000e+06+0.00000e+00j)  (2.77405e+00+2.85750e+00j)
 (6.70000e+06+0.00000e+00j)  (2.79757e+00+2.88067e+00j)
 (6.80000e+06+0.00000e+00j)  (2.82093e+00+2.90357e+00j)
 (6.90000e+06+0.00000e+00j)  (2.84412e+00+2.92619e+00j)
 (7.00000e+06+0.00000e+00j)  (2.86715e+00+2.94856e+00j)
 (7.10000e+06+0.00000e+00j)  (2.89001e+00+2.97067e+00j)
 (7.20000e+06+0.00000e+00j)  (2.91270e+00+2.99254e+00j)
 (7.30000e+06+0.00000e+00j)  (2.93524e+00+3.01416e+00j)
 (7.40000e+06+0.00000e+00j)  (2.95760e+00+3.03555e+00j)
 (7.50000e+06+0.00000e+00j)  (2.97981e+00+3.05672e+00j)
 (7.60000e+06+0.00000e+00j)  (3.00185e+00+3.07767e+00j)
 (7.70000e+06+0.00000e+00j)  (3.02373e+00+3.09840e+00j)
 (7.80000e+06+0.00000e+00j)  (3.04545e+00+3.11893e+00j)
 (7.90000e+06+0.00000e+00j)  (3.06701e+00+3.13926e+00j)
 (8.00000e+06+0.00000e+00j)  (3.08841e+00+3.15939e+00j)
 (8.10000e+06+0.00000e+00j)  (3.10966e+00+3.17934e+00j)
 (8.20000e+06+0.00000e+00j)  (3.13075e+00+3.19910e+00j)
 (8.30000e+06+0.00000e+00j)  (3.15168e+00+3.21868e+00j)
 (8.40000e+06+0.00000e+00j)  (3.17247e+00+3.23809e+00j)
 (8.50000e+06+0.00000e+00j)  (3.19310e+00+3.25733e+00j)
 (8.60000e+06+0.00000e+00j)  (3.21359e+00+3.27641e+00j)
 (8.70000e+06+0.00000e+00j)  (3.23393e+00+3.29532e+00j)
 (8.80000e+06+0.00000e+00j)  (3.25412e+00+3.31409e+00j)
 (8.90000e+06+0.00000e+00j)  (3.27417e+00+3.33270e+00j)
 (9.00000e+06+0.00000e+00j)  (3.29407e+00+3.35117e+00j)
 (9.10000e+06+0.00000e+00j)  (3.31384e+00+3.36950e+00j)
 (9.20000e+06+0.00000e+00j)  (3.33346e+00+3.38769e+00j)
 (9.30000e+06+0.00000e+00j)  (3.35295e+00+3.40574e+00j)
 (9.40000e+06+0.00000e+00j)  (3.37231e+00+3.42367e+00j)
 (9.50000e+06+0.00000e+00j)  (3.39153e+00+3.44147e+00j)
 (9.60000e+06+0.00000e+00j)  (3.41062e+00+3.45914e+00j)
 (9.70000e+06+0.00000e+00j)  (3.42958e+00+3.47670e+00j)
 (9.80000e+06+0.00000e+00j)  (3.44841e+00+3.49414e+00j)
 (9.90000e+06+0.00000e+00j)  (3.46712e+00+3.51147e+00j)
 (1.00000e+07+0.00000e+00j)  (3.48570e+00+3.52869e+00j)
 (1.10000e+07+0.00000e+00j)  (3.66509e+00+3.69538e+00j)
 (1.20000e+07+0.00000e+00j)  (3.83399e+00+3.85367e+00j)
 (1.30000e+07+0.00000e+00j)  (3.99395e+00+4.00524e+00j)
 (1.40000e+07+0.00000e+00j)  (4.14631e+00+4.15125e+00j)
 (1.50000e+07+0.00000e+00j)  (4.29216e+00+4.29253e+00j)
 (1.60000e+07+0.00000e+00j)  (4.43241e+00+4.42966e+00j)
 (1.70000e+07+0.00000e+00j)  (4.56778e+00+4.56306e+00j)
 (1.80000e+07+0.00000e+00j)  (4.69888e+00+4.69305e+00j)
 (1.90000e+07+0.00000e+00j)  (4.82618e+00+4.81989e+00j)
 (2.00000e+07+0.00000e+00j)  (4.95006e+00+4.94377e+00j)
 (2.10000e+07+0.00000e+00j)  (5.07085e+00+5.06485e+00j)
 (2.20000e+07+0.00000e+00j)  (5.18881e+00+5.18330e+00j)
 (2.30000e+07+0.00000e+00j)  (5.30414e+00+5.29924e+00j)
 (2.40000e+07+0.00000e+00j)  (5.41705e+00+5.41279e+00j)
 (2.50000e+07+0.00000e+00j)  (5.52767e+00+5.52406e+00j)
 (2.60000e+07+0.00000e+00j)  (5.63615e+00+5.63315e+00j)
 (2.70000e+07+0.00000e+00j)  (5.74260e+00+5.74018e+00j)
 (2.80000e+07+0.00000e+00j)  (5.84713e+00+5.84523e+00j)
 (2.90000e+07+0.00000e+00j)  (5.94983e+00+5.94838e+00j)
 (3.00000e+07+0.00000e+00j)  (6.05079e+00+6.04973e+00j)
 (3.10000e+07+0.00000e+00j)  (6.15008e+00+6.14935e+00j)
 (3.20000e+07+0.00000e+00j)  (6.24777e+00+6.24732e+00j)
 (3.30000e+07+0.00000e+00j)  (6.34394e+00+6.34371e+00j)
 (3.40000e+07+0.00000e+00j)  (6.43863e+00+6.43858e+00j)
 (3.50000e+07+0.00000e+00j)  (6.53191e+00+6.53200e+00j)
 (3.60000e+07+0.00000e+00j)  (6.62383e+00+6.62403e+00j)
 (3.70000e+07+0.00000e+00j)  (6.71445e+00+6.71471e+00j)
 (3.80000e+07+0.00000e+00j)  (6.80380e+00+6.80412e+00j)
 (3.90000e+07+0.00000e+00j)  (6.89193e+00+6.89228e+00j)
 (4.00000e+07+0.00000e+00j)  (6.97889e+00+6.97926e+00j)
 (4.10000e+07+0.00000e+00j)  (7.06472e+00+7.06509e+00j)
 (4.20000e+07+0.00000e+00j)  (7.14945e+00+7.14981e+00j)
 (4.30000e+07+0.00000e+00j)  (7.23312e+00+7.23347e+00j)
 (4.40000e+07+0.00000e+00j)  (7.31576e+00+7.31609e+00j)
 (4.50000e+07+0.00000e+00j)  (7.39741e+00+7.39772e+00j)
 (4.60000e+07+0.00000e+00j)  (7.47810e+00+7.47838e+00j)
 (4.70000e+07+0.00000e+00j)  (7.55785e+00+7.55810e+00j)
 (4.80000e+07+0.00000e+00j)  (7.63669e+00+7.63692e+00j)
 (4.90000e+07+0.00000e+00j)  (7.71465e+00+7.71485e+00j)
 (5.00000e+07+0.00000e+00j)  (7.79176e+00+7.79194e+00j)
 (5.10000e+07+0.00000e+00j)  (7.86804e+00+7.86819e+00j)
 (5.20000e+07+0.00000e+00j)  (7.94350e+00+7.94363e+00j)
 (5.30000e+07+0.00000e+00j)  (8.01818e+00+8.01829e+00j)
 (5.40000e+07+0.00000e+00j)  (8.09210e+00+8.09219e+00j)
 (5.50000e+07+0.00000e+00j)  (8.16526e+00+8.16533e+00j)
 (5.60000e+07+0.00000e+00j)  (8.23770e+00+8.23776e+00j)
 (5.70000e+07+0.00000e+00j)  (8.30942e+00+8.30947e+00j)
 (5.80000e+07+0.00000e+00j)  (8.38046e+00+8.38049e+00j)
 (5.90000e+07+0.00000e+00j)  (8.45081e+00+8.45083e+00j)
 (6.00000e+07+0.00000e+00j)  (8.52051e+00+8.52052e+00j)
 (6.10000e+07+0.00000e+00j)  (8.58955e+00+8.58956e+00j)
 (6.20000e+07+0.00000e+00j)  (8.65797e+00+8.65797e+00j)
 (6.30000e+07+0.00000e+00j)  (8.72576e+00+8.72576e+00j)
 (6.40000e+07+0.00000e+00j)  (8.79295e+00+8.79294e+00j)
 (6.50000e+07+0.00000e+00j)  (8.85955e+00+8.85954e+00j)
 (6.60000e+07+0.00000e+00j)  (8.92557e+00+8.92555e+00j)
 (6.70000e+07+0.00000e+00j)  (8.99102e+00+8.99100e+00j)
 (6.80000e+07+0.00000e+00j)  (9.05591e+00+9.05589e+00j)
 (6.90000e+07+0.00000e+00j)  (9.12025e+00+9.12023e+00j)
 (7.00000e+07+0.00000e+00j)  (9.18406e+00+9.18404e+00j)
 (7.10000e+07+0.00000e+00j)  (9.24734e+00+9.24732e+00j)
 (7.20000e+07+0.00000e+00j)  (9.31010e+00+9.31008e+00j)
 (7.30000e+07+0.00000e+00j)  (9.37235e+00+9.37233e+00j)
 (7.40000e+07+0.00000e+00j)  (9.43411e+00+9.43409e+00j)
 (7.50000e+07+0.00000e+00j)  (9.49538e+00+9.49536e+00j)
 (7.60000e+07+0.00000e+00j)  (9.55616e+00+9.55614e+00j)
 (7.70000e+07+0.00000e+00j)  (9.61647e+00+9.61645e+00j)
 (7.80000e+07+0.00000e+00j)  (9.67631e+00+9.67630e+00j)
 (7.90000e+07+0.00000e+00j)  (9.73570e+00+9.73569e+00j)
 (8.00000e+07+0.00000e+00j)  (9.79463e+00+9.79462e+00j)
 (8.10000e+07+0.00000e+00j)  (9.85312e+00+9.85311e+00j)
 (8.20000e+07+0.00000e+00j)  (9.91118e+00+9.91117e+00j)
 (8.30000e+07+0.00000e+00j)  (9.96880e+00+9.96879e+00j)
 (8.40000e+07+0.00000e+00j)  (1.00260e+01+1.00260e+01j)
 (8.50000e+07+0.00000e+00j)  (1.00828e+01+1.00828e+01j)
 (8.60000e+07+0.00000e+00j)  (1.01391e+01+1.01391e+01j)
 (8.70000e+07+0.00000e+00j)  (1.01951e+01+1.01951e+01j)
 (8.80000e+07+0.00000e+00j)  (1.02507e+01+1.02507e+01j)
 (8.90000e+07+0.00000e+00j)  (1.03058e+01+1.03058e+01j)
 (9.00000e+07+0.00000e+00j)  (1.03606e+01+1.03606e+01j)
 (9.10000e+07+0.00000e+00j)  (1.04150e+01+1.04150e+01j)
 (9.20000e+07+0.00000e+00j)  (1.04690e+01+1.04690e+01j)
 (9.30000e+07+0.00000e+00j)  (1.05226e+01+1.05226e+01j)
 (9.40000e+07+0.00000e+00j)  (1.05759e+01+1.05759e+01j)
