f [Hz]  Z [Ohm] 
 (9.50000e+07+0.00000e+00j)  (1.06288e+01+1.06288e+01j)
 (9.60000e+07+0.00000e+00j)  (1.06814e+01+1.06814e+01j)
 (9.70000e+07+0.00000e+00j)  (1.07335e+01+1.07335e+01j)
 (9.80000e+07+0.00000e+00j)  (1.07854e+01+1.07854e+01j)
 (9.90000e+07+0.00000e+00j)  (1.08369e+01+1.08369e+01j)
 (1.00000e+08+0.00000e+00j)  (1.08880e+01+1.08880e+01j)
 (1.10000e+08+0.00000e+00j)  (1.13813e+01+1.13813e+01j)
 (1.20000e+08+0.00000e+00j)  (1.18440e+01+1.18440e+01j)
 (1.30000e+08+0.00000e+00j)  (1.22788e+01+1.22788e+01j)
 (1.40000e+08+0.00000e+00j)  (1.26880e+01+1.26880e+01j)
 (1.50000e+08+0.00000e+00j)  (1.30733e+01+1.30733e+01j)
 (1.60000e+08+0.00000e+00j)  (1.34362e+01+1.34362e+01j)
 (1.70000e+08+0.00000e+00j)  (1.37781e+01+1.37781e+01j)
 (1.80000e+08+0.00000e+00j)  (1.41000e+01+1.41000e+01j)
 (1.90000e+08+0.00000e+00j)  (1.44028e+01+1.44028e+01j)
 (2.00000e+08+0.00000e+00j)  (1.46873e+01+1.46873e+01j)
 (2.10000e+08+0.00000e+00j)  (1.49544e+01+1.49544e+01j)
 (2.20000e+08+0.00000e+00j)  (1.52047e+01+1.52047e+01j)
 (2.30000e+08+0.00000e+00j)  (1.54388e+01+1.54388e+01j)
 (2.40000e+08+0.00000e+00j)  (1.56572e+01+1.56572e+01j)
 (2.50000e+08+0.00000e+00j)  (1.58604e+01+1.58604e+01j)
 (2.60000e+08+0.00000e+00j)  (1.60490e+01+1.60490e+01j)
 (2.70000e+08+0.00000e+00j)  (1.62233e+01+1.62233e+01j)
 (2.80000e+08+0.00000e+00j)  (1.63838e+01+1.63838e+01j)
 (2.90000e+08+0.00000e+00j)  (1.65309e+01+1.65309e+01j)
 (3.00000e+08+0.00000e+00j)  (1.66651e+01+1.66651e+01j)
 (3.10000e+08+0.00000e+00j)  (1.67865e+01+1.67865e+01j)
 (3.20000e+08+0.00000e+00j)  (1.68957e+01+1.68957e+01j)
 (3.30000e+08+0.00000e+00j)  (1.69930e+01+1.69930e+01j)
 (3.40000e+08+0.00000e+00j)  (1.70787e+01+1.70787e+01j)
 (3.50000e+08+0.00000e+00j)  (1.71532e+01+1.71532e+01j)
 (3.60000e+08+0.00000e+00j)  (1.72168e+01+1.72168e+01j)
 (3.70000e+08+0.00000e+00j)  (1.72697e+01+1.72697e+01j)
 (3.80000e+08+0.00000e+00j)  (1.73124e+01+1.73124e+01j)
 (3.90000e+08+0.00000e+00j)  (1.73452e+01+1.73452e+01j)
 (4.00000e+08+0.00000e+00j)  (1.73684e+01+1.73684e+01j)
 (4.10000e+08+0.00000e+00j)  (1.73822e+01+1.73822e+01j)
 (4.20000e+08+0.00000e+00j)  (1.73870e+01+1.73870e+01j)
 (4.30000e+08+0.00000e+00j)  (1.73830e+01+1.73830e+01j)
 (4.40000e+08+0.00000e+00j)  (1.73706e+01+1.73706e+01j)
 (4.50000e+08+0.00000e+00j)  (1.73501e+01+1.73501e+01j)
 (4.60000e+08+0.00000e+00j)  (1.73218e+01+1.73218e+01j)
 (4.70000e+08+0.00000e+00j)  (1.72859e+01+1.72859e+01j)
 (4.80000e+08+0.00000e+00j)  (1.72427e+01+1.72427e+01j)
 (4.90000e+08+0.00000e+00j)  (1.71924e+01+1.71924e+01j)
 (5.00000e+08+0.00000e+00j)  (1.71355e+01+1.71355e+01j)
 (5.10000e+08+0.00000e+00j)  (1.70721e+01+1.70721e+01j)
 (5.20000e+08+0.00000e+00j)  (1.70025e+01+1.70025e+01j)
 (5.30000e+08+0.00000e+00j)  (1.69269e+01+1.69269e+01j)
 (5.40000e+08+0.00000e+00j)  (1.68457e+01+1.68457e+01j)
 (5.50000e+08+0.00000e+00j)  (1.67591e+01+1.67591e+01j)
 (5.60000e+08+0.00000e+00j)  (1.66672e+01+1.66672e+01j)
 (5.70000e+08+0.00000e+00j)  (1.65704e+01+1.65704e+01j)
 (5.80000e+08+0.00000e+00j)  (1.64689e+01+1.64689e+01j)
 (5.90000e+08+0.00000e+00j)  (1.63630e+01+1.63630e+01j)
 (6.00000e+08+0.00000e+00j)  (1.62528e+01+1.62528e+01j)
 (6.10000e+08+0.00000e+00j)  (1.61385e+01+1.61385e+01j)
 (6.20000e+08+0.00000e+00j)  (1.60205e+01+1.60205e+01j)
 (6.30000e+08+0.00000e+00j)  (1.58989e+01+1.58989e+01j)
 (6.40000e+08+0.00000e+00j)  (1.57739e+01+1.57739e+01j)
 (6.50000e+08+0.00000e+00j)  (1.56457e+01+1.56457e+01j)
 (6.60000e+08+0.00000e+00j)  (1.55145e+01+1.55145e+01j)
 (6.70000e+08+0.00000e+00j)  (1.53805e+01+1.53805e+01j)
 (6.80000e+08+0.00000e+00j)  (1.52439e+01+1.52439e+01j)
 (6.90000e+08+0.00000e+00j)  (1.51049e+01+1.51049e+01j)
 (7.00000e+08+0.00000e+00j)  (1.49637e+01+1.49637e+01j)
 (7.10000e+08+0.00000e+00j)  (1.48204e+01+1.48204e+01j)
 (7.20000e+08+0.00000e+00j)  (1.46751e+01+1.46751e+01j)
 (7.30000e+08+0.00000e+00j)  (1.45281e+01+1.45281e+01j)
 (7.40000e+08+0.00000e+00j)  (1.43795e+01+1.43795e+01j)
 (7.50000e+08+0.00000e+00j)  (1.42295e+01+1.42295e+01j)
 (7.60000e+08+0.00000e+00j)  (1.40782e+01+1.40782e+01j)
 (7.70000e+08+0.00000e+00j)  (1.39257e+01+1.39257e+01j)
 (7.80000e+08+0.00000e+00j)  (1.37722e+01+1.37722e+01j)
 (7.90000e+08+0.00000e+00j)  (1.36178e+01+1.36178e+01j)
 (8.00000e+08+0.00000e+00j)  (1.34626e+01+1.34626e+01j)
 (8.10000e+08+0.00000e+00j)  (1.33068e+01+1.33068e+01j)
 (8.20000e+08+0.00000e+00j)  (1.31504e+01+1.31504e+01j)
 (8.30000e+08+0.00000e+00j)  (1.29937e+01+1.29937e+01j)
 (8.40000e+08+0.00000e+00j)  (1.28366e+01+1.28366e+01j)
 (8.50000e+08+0.00000e+00j)  (1.26794e+01+1.26794e+01j)
 (8.60000e+08+0.00000e+00j)  (1.25220e+01+1.25220e+01j)
 (8.70000e+08+0.00000e+00j)  (1.23646e+01+1.23646e+01j)
 (8.80000e+08+0.00000e+00j)  (1.22073e+01+1.22073e+01j)
 (8.90000e+08+0.00000e+00j)  (1.20502e+01+1.20502e+01j)
 (9.00000e+08+0.00000e+00j)  (1.18934e+01+1.18934e+01j)
 (9.10000e+08+0.00000e+00j)  (1.17369e+01+1.17369e+01j)
 (9.20000e+08+0.00000e+00j)  (1.15808e+01+1.15808e+01j)
 (9.30000e+08+0.00000e+00j)  (1.14251e+01+1.14251e+01j)
 (9.40000e+08+0.00000e+00j)  (1.12701e+01+1.12701e+01j)
 (9.50000e+08+0.00000e+00j)  (1.11156e+01+1.11156e+01j)
 (9.60000e+08+0.00000e+00j)  (1.09619e+01+1.09619e+01j)
 (9.70000e+08+0.00000e+00j)  (1.08088e+01+1.08088e+01j)
 (9.80000e+08+0.00000e+00j)  (1.06566e+01+1.06566e+01j)
 (9.90000e+08+0.00000e+00j)  (1.05053e+01+1.05053e+01j)
 (1.00000e+09+0.00000e+00j)  (1.03548e+01+1.03548e+01j)
 (1.10000e+09+0.00000e+00j)  (8.90907e+00+8.90907e+00j)
 (1.20000e+09+0.00000e+00j)  (7.59088e+00+7.59088e+00j)
 (1.30000e+09+0.00000e+00j)  (6.41550e+00+6.41550e+00j)
 (1.40000e+09+0.00000e+00j)  (5.38520e+00+5.38520e+00j)
 (1.50000e+09+0.00000e+00j)  (4.49414e+00+4.49414e+00j)
 (1.60000e+09+0.00000e+00j)  (3.73178e+00+3.73178e+00j)
 (1.70000e+09+0.00000e+00j)  (3.08527e+00+3.08527e+00j)
 (1.80000e+09+0.00000e+00j)  (2.54103e+00+2.54103e+00j)
 (1.90000e+09+0.00000e+00j)  (2.08574e+00+2.08574e+00j)
 (2.00000e+09+0.00000e+00j)  (1.70688e+00+1.70688e+00j)
 (2.10000e+09+0.00000e+00j)  (1.39307e+00+1.39307e+00j)
 (2.20000e+09+0.00000e+00j)  (1.13419e+00+1.13419e+00j)
 (2.30000e+09+0.00000e+00j)  (9.21385e-01+9.21385e-01j)
 (2.40000e+09+0.00000e+00j)  (7.47005e-01+7.47005e-01j)
 (2.50000e+09+0.00000e+00j)  (6.04515e-01+6.04515e-01j)
 (2.60000e+09+0.00000e+00j)  (4.88379e-01+4.88379e-01j)
 (2.70000e+09+0.00000e+00j)  (3.93941e-01+3.93941e-01j)
 (2.80000e+09+0.00000e+00j)  (3.17307e-01+3.17307e-01j)
 (2.90000e+09+0.00000e+00j)  (2.55239e-01+2.55239e-01j)
 (3.00000e+09+0.00000e+00j)  (2.05058e-01+2.05058e-01j)
 (3.10000e+09+0.00000e+00j)  (1.64552e-01+1.64552e-01j)
 (3.20000e+09+0.00000e+00j)  (1.31904e-01+1.31904e-01j)
 (3.30000e+09+0.00000e+00j)  (1.05626e-01+1.05626e-01j)
 (3.40000e+09+0.00000e+00j)  (8.45030e-02+8.45030e-02j)
 (3.50000e+09+0.00000e+00j)  (6.75434e-02+6.75434e-02j)
 (3.60000e+09+0.00000e+00j)  (5.39420e-02+5.39420e-02j)
 (3.70000e+09+0.00000e+00j)  (4.30452e-02+4.30452e-02j)
 (3.80000e+09+0.00000e+00j)  (3.43238e-02+3.43238e-02j)
 (3.90000e+09+0.00000e+00j)  (2.73498e-02+2.73498e-02j)
 (4.00000e+09+0.00000e+00j)  (2.17781e-02+2.17781e-02j)
 (4.10000e+09+0.00000e+00j)  (1.73303e-02+1.73303e-02j)
 (4.20000e+09+0.00000e+00j)  (1.37825e-02+1.37825e-02j)
 (4.30000e+09+0.00000e+00j)  (1.09545e-02+1.09545e-02j)
 (4.40000e+09+0.00000e+00j)  (8.70201e-03+8.70201e-03j)
 (4.50000e+09+0.00000e+00j)  (6.90900e-03+6.90900e-03j)
 (4.60000e+09+0.00000e+00j)  (5.48266e-03+5.48266e-03j)
 (4.70000e+09+0.00000e+00j)  (4.34867e-03+4.34867e-03j)
 (4.80000e+09+0.00000e+00j)  (3.44763e-03+3.44763e-03j)
 (4.90000e+09+0.00000e+00j)  (2.73207e-03+2.73206e-03j)
 (5.00000e+09+0.00000e+00j)  (2.16410e-03+2.16410e-03j)
 (5.10000e+09+0.00000e+00j)  (1.71350e-03+1.71350e-03j)
 (5.20000e+09+0.00000e+00j)  (1.35620e-03+1.35620e-03j)
 (5.30000e+09+0.00000e+00j)  (1.07299e-03+1.07299e-03j)
 (5.40000e+09+0.00000e+00j)  (8.48616e-04+8.48615e-04j)
 (5.50000e+09+0.00000e+00j)  (6.70926e-04+6.70925e-04j)
 (5.60000e+09+0.00000e+00j)  (5.30263e-04+5.30263e-04j)
 (5.70000e+09+0.00000e+00j)  (4.18954e-04+4.18954e-04j)
 (5.80000e+09+0.00000e+00j)  (3.30907e-04+3.30907e-04j)
 (5.90000e+09+0.00000e+00j)  (2.61285e-04+2.61285e-04j)
 (6.00000e+09+0.00000e+00j)  (2.06250e-04+2.06250e-04j)
 (6.10000e+09+0.00000e+00j)  (1.62762e-04+1.62762e-04j)
 (6.20000e+09+0.00000e+00j)  (1.28408e-04+1.28408e-04j)
 (6.30000e+09+0.00000e+00j)  (1.01278e-04+1.01278e-04j)
 (6.40000e+09+0.00000e+00j)  (7.98597e-05+7.98597e-05j)
 (6.50000e+09+0.00000e+00j)  (6.29553e-05+6.29553e-05j)
 (6.60000e+09+0.00000e+00j)  (4.96173e-05+4.96172e-05j)
 (6.70000e+09+0.00000e+00j)  (3.90959e-05+3.90959e-05j)
 (6.80000e+09+0.00000e+00j)  (3.07987e-05+3.07987e-05j)
 (6.90000e+09+0.00000e+00j)  (2.42570e-05+2.42570e-05j)
 (7.00000e+09+0.00000e+00j)  (1.91007e-05+1.91007e-05j)
 (7.10000e+09+0.00000e+00j)  (1.50374e-05+1.50374e-05j)
 (7.20000e+09+0.00000e+00j)  (1.18361e-05+1.18361e-05j)
 (7.30000e+09+0.00000e+00j)  (9.31445e-06+9.31444e-06j)
 (7.40000e+09+0.00000e+00j)  (7.32866e-06+7.32865e-06j)
 (7.50000e+09+0.00000e+00j)  (5.76516e-06+5.76515e-06j)
 (7.60000e+09+0.00000e+00j)  (4.53440e-06+4.53440e-06j)
 (7.70000e+09+0.00000e+00j)  (3.56576e-06+3.56576e-06j)
 (7.80000e+09+0.00000e+00j)  (2.80356e-06+2.80356e-06j)
 (7.90000e+09+0.00000e+00j)  (2.20392e-06+2.20392e-06j)
 (8.00000e+09+0.00000e+00j)  (1.73225e-06+1.73225e-06j)
 (8.10000e+09+0.00000e+00j)  (1.36131e-06+1.36131e-06j)
 (8.20000e+09+0.00000e+00j)  (1.06964e-06+1.06963e-06j)
 (8.30000e+09+0.00000e+00j)  (8.40329e-07+8.40329e-07j)
 (8.40000e+09+0.00000e+00j)  (6.60084e-07+6.60084e-07j)
 (8.50000e+09+0.00000e+00j)  (5.18426e-07+5.18426e-07j)
 (8.60000e+09+0.00000e+00j)  (4.07112e-07+4.07111e-07j)
 (8.70000e+09+0.00000e+00j)  (3.19654e-07+3.19654e-07j)
 (8.80000e+09+0.00000e+00j)  (2.50952e-07+2.50951e-07j)
 (8.90000e+09+0.00000e+00j)  (1.96989e-07+1.96989e-07j)
 (9.00000e+09+0.00000e+00j)  (1.54611e-07+1.54610e-07j)
 (9.10000e+09+0.00000e+00j)  (1.21334e-07+1.21334e-07j)
 (9.20000e+09+0.00000e+00j)  (9.52076e-08+9.52075e-08j)
 (9.30000e+09+0.00000e+00j)  (7.46980e-08+7.46980e-08j)
 (9.40000e+09+0.00000e+00j)  (5.85998e-08+5.85998e-08j)
 (9.50000e+09+0.00000e+00j)  (4.59656e-08+4.59656e-08j)
 (9.60000e+09+0.00000e+00j)  (3.60514e-08+3.60514e-08j)
 (9.70000e+09+0.00000e+00j)  (2.82724e-08+2.82724e-08j)
 (9.80000e+09+0.00000e+00j)  (2.21696e-08+2.21695e-08j)
 (9.90000e+09+0.00000e+00j)  (1.73822e-08+1.73822e-08j)
 (1.00000e+10+0.00000e+00j)  (1.36273e-08+1.36273e-08j)
 (1.10000e+10+0.00000e+00j)  (1.18896e-09+1.18896e-09j)
 (1.20000e+10+0.00000e+00j)  (1.02870e-10+1.02870e-10j)
 (1.30000e+10+0.00000e+00j)  (8.83806e-12+8.83806e-12j)
 (1.40000e+10+0.00000e+00j)  (7.54792e-13+7.54791e-13j)
 (1.50000e+10+0.00000e+00j)  (6.41297e-14+6.41296e-14j)
 (1.60000e+10+0.00000e+00j)  (5.42430e-15+5.42429e-15j)
 (1.70000e+10+0.00000e+00j)  (4.57001e-16+4.57000e-16j)
 (1.80000e+10+0.00000e+00j)  (3.83686e-17+3.83686e-17j)
 (1.90000e+10+0.00000e+00j)  (3.21133e-18+3.21133e-18j)
 (2.00000e+10+0.00000e+00j)  (2.68030e-19+2.68030e-19j)
 (2.10000e+10+0.00000e+00j)  (2.23146e-20+2.23145e-20j)
 (2.20000e+10+0.00000e+00j)  (1.85354e-21+1.85354e-21j)
 (2.30000e+10+0.00000e+00j)  (1.53644e-22+1.53644e-22j)
 (2.40000e+10+0.00000e+00j)  (1.27117e-23+1.27116e-23j)
 (2.50000e+10+0.00000e+00j)  (1.04986e-24+1.04986e-24j)
 (2.60000e+10+0.00000e+00j)  (8.65689e-26+8.65688e-26j)
 (2.70000e+10+0.00000e+00j)  (7.12767e-27+7.12766e-27j)
 (2.80000e+10+0.00000e+00j)  (5.86050e-28+5.86049e-28j)
 (2.90000e+10+0.00000e+00j)  (4.81244e-29+4.81243e-29j)
 (3.00000e+10+0.00000e+00j)  (3.94709e-30+3.94709e-30j)
 (3.10000e+10+0.00000e+00j)  (3.23374e-31+3.23373e-31j)
 (3.20000e+10+0.00000e+00j)  (2.64654e-32+2.64654e-32j)
 (3.30000e+10+0.00000e+00j)  (2.16385e-33+2.16385e-33j)
 (3.40000e+10+0.00000e+00j)  (1.76757e-34+1.76756e-34j)
 (3.50000e+10+0.00000e+00j)  (1.44260e-35+1.44260e-35j)
 (3.60000e+10+0.00000e+00j)  (1.17642e-36+1.17642e-36j)
 (3.70000e+10+0.00000e+00j)  (9.58611e-38+9.58609e-38j)
 (3.80000e+10+0.00000e+00j)  (7.80555e-39+7.80553e-39j)
 (3.90000e+10+0.00000e+00j)  (6.35131e-40+6.35129e-40j)
 (4.00000e+10+0.00000e+00j)  (5.16460e-41+5.16458e-41j)
 (4.10000e+10+0.00000e+00j)  (4.19699e-42+4.19698e-42j)
 (4.20000e+10+0.00000e+00j)  (3.40863e-43+3.40862e-43j)
 (4.30000e+10+0.00000e+00j)  (2.76678e-44+2.76677e-44j)
 (4.40000e+10+0.00000e+00j)  (2.24458e-45+2.24457e-45j)
 (4.50000e+10+0.00000e+00j)  (1.81999e-46+1.81998e-46j)
 (4.60000e+10+0.00000e+00j)  (1.47499e-47+1.47498e-47j)
 (4.70000e+10+0.00000e+00j)  (1.19482e-48+1.19482e-48j)
 (4.80000e+10+0.00000e+00j)  (9.67430e-50+9.67427e-50j)
 (4.90000e+10+0.00000e+00j)  (7.82975e-51+7.82972e-51j)
 (5.00000e+10+0.00000e+00j)  (6.33424e-52+6.33422e-52j)
 (5.10000e+10+0.00000e+00j)  (5.12232e-53+5.12231e-53j)
 (5.20000e+10+0.00000e+00j)  (4.14069e-54+4.14067e-54j)
 (5.30000e+10+0.00000e+00j)  (3.34593e-55+3.34592e-55j)
 (5.40000e+10+0.00000e+00j)  (2.70275e-56+2.70274e-56j)
 (5.50000e+10+0.00000e+00j)  (2.18246e-57+2.18245e-57j)
 (5.60000e+10+0.00000e+00j)  (1.76174e-58+1.76174e-58j)
 (5.70000e+10+0.00000e+00j)  (1.42167e-59+1.42167e-59j)
 (5.80000e+10+0.00000e+00j)  (1.14690e-60+1.14689e-60j)
 (5.90000e+10+0.00000e+00j)  (9.24950e-62+9.24946e-62j)
 (6.00000e+10+0.00000e+00j)  (7.45740e-63+7.45737e-63j)
 (6.10000e+10+0.00000e+00j)  (6.01085e-64+6.01083e-64j)
 (6.20000e+10+0.00000e+00j)  (4.84359e-65+4.84357e-65j)
 (6.30000e+10+0.00000e+00j)  (3.90199e-66+3.90197e-66j)
 (6.40000e+10+0.00000e+00j)  (3.14264e-67+3.14263e-67j)
 (6.50000e+10+0.00000e+00j)  (2.53045e-68+2.53044e-68j)
 (6.60000e+10+0.00000e+00j)  (2.03703e-69+2.03702e-69j)
 (6.70000e+10+0.00000e+00j)  (1.63944e-70+1.63944e-70j)
 (6.80000e+10+0.00000e+00j)  (1.31917e-71+1.31916e-71j)
 (6.90000e+10+0.00000e+00j)  (1.06123e-72+1.06122e-72j)
 (7.00000e+10+0.00000e+00j)  (8.53543e-74+8.53539e-74j)
 (7.10000e+10+0.00000e+00j)  (6.86363e-75+6.86360e-75j)
 (7.20000e+10+0.00000e+00j)  (5.51819e-76+5.51816e-76j)
 (7.30000e+10+0.00000e+00j)  (4.43562e-77+4.43560e-77j)
 (7.40000e+10+0.00000e+00j)  (3.56477e-78+3.56475e-78j)
 (7.50000e+10+0.00000e+00j)  (2.86437e-79+2.86436e-79j)
 (7.60000e+10+0.00000e+00j)  (2.30117e-80+2.30116e-80j)
 (7.70000e+10+0.00000e+00j)  (1.84839e-81+1.84838e-81j)
 (7.80000e+10+0.00000e+00j)  (1.48445e-82+1.48444e-82j)
 (7.90000e+10+0.00000e+00j)  (1.19197e-83+1.19196e-83j)
 (8.00000e+10+0.00000e+00j)  (9.56964e-85+9.56959e-85j)
 (8.10000e+10+0.00000e+00j)  (7.68171e-86+7.68167e-86j)
 (8.20000e+10+0.00000e+00j)  (6.16530e-87+6.16527e-87j)
 (8.30000e+10+0.00000e+00j)  (4.94749e-88+4.94747e-88j)
 (8.40000e+10+0.00000e+00j)  (3.96966e-89+3.96964e-89j)
 (8.50000e+10+0.00000e+00j)  (3.18464e-90+3.18462e-90j)
 (8.60000e+10+0.00000e+00j)  (2.55450e-91+2.55449e-91j)
 (8.70000e+10+0.00000e+00j)  (2.04878e-92+2.04876e-92j)
 (8.80000e+10+0.00000e+00j)  (1.64295e-93+1.64294e-93j)
 (8.90000e+10+0.00000e+00j)  (1.31734e-94+1.31734e-94j)
 (9.00000e+10+0.00000e+00j)  (1.05613e-95+1.05613e-95j)
 (9.10000e+10+0.00000e+00j)  (8.46610e-97+8.46605e-97j)
 (9.20000e+10+0.00000e+00j)  (6.78573e-98+6.78569e-98j)
 (9.30000e+10+0.00000e+00j)  (5.43823e-99+5.43820e-99j)
 (9.40000e+10+0.00000e+00j)  (4.35782e-100+4.35780e-100j)
 (9.50000e+10+0.00000e+00j)  (3.49166e-101+3.49164e-101j)
 (9.60000e+10+0.00000e+00j)  (2.79734e-102+2.79732e-102j)
 (9.70000e+10+0.00000e+00j)  (2.24085e-103+2.24083e-103j)
 (9.80000e+10+0.00000e+00j)  (1.79487e-104+1.79486e-104j)
 (9.90000e+10+0.00000e+00j)  (1.43750e-105+1.43749e-105j)
 (1.00000e+11+0.00000e+00j)  (1.15117e-106+1.15116e-106j)
 (1.10000e+11+0.00000e+00j)  (1.24220e-117+1.24219e-117j)
 (1.20000e+11+0.00000e+00j)  (1.32934e-128+1.32933e-128j)
 (1.30000e+11+0.00000e+00j)  (1.41271e-139+1.41269e-139j)
 (1.40000e+11+0.00000e+00j)  (1.49241e-150+1.49240e-150j)
 (1.50000e+11+0.00000e+00j)  (1.56856e-161+1.56855e-161j)
 (1.60000e+11+0.00000e+00j)  (1.64126e-172+1.64125e-172j)
 (1.70000e+11+0.00000e+00j)  (1.71063e-183+1.71061e-183j)
 (1.80000e+11+0.00000e+00j)  (1.77675e-194+1.77673e-194j)
 (1.90000e+11+0.00000e+00j)  (1.83973e-205+1.83970e-205j)
 (2.00000e+11+0.00000e+00j)  (1.89966e-216+1.89963e-216j)
 (2.10000e+11+0.00000e+00j)  (1.95663e-227+1.95661e-227j)
 (2.20000e+11+0.00000e+00j)  (2.01074e-238+2.01072e-238j)
 (2.30000e+11+0.00000e+00j)  (2.06208e-249+2.06206e-249j)
 (2.40000e+11+0.00000e+00j)  (2.11073e-260+2.11070e-260j)
 (2.50000e+11+0.00000e+00j)  (2.15678e-271+2.15675e-271j)
 (2.60000e+11+0.00000e+00j)  (2.20030e-282+2.20027e-282j)
 (2.70000e+11+0.00000e+00j)  (2.24138e-293+2.24134e-293j)
 (2.80000e+11+0.00000e+00j)  (2.28009e-304+2.28005e-304j)
 (2.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (3.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (4.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (5.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (6.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (7.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.30000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.40000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.50000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.60000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.70000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.80000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (8.90000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (9.00000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (9.10000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
 (9.20000e+11+0.00000e+00j)  (0.00000e+00+0.00000e+00j)
