 f [Hz]  Z [Ohm] 
 (9.70000e+07+0.00000e+00j)  (1.08943e+01+1.08943e+01j)
 (9.80000e+07+0.00000e+00j)  (1.09503e+01+1.09503e+01j)
 (9.90000e+07+0.00000e+00j)  (1.10060e+01+1.10060e+01j)
 (1.00000e+08+0.00000e+00j)  (1.10614e+01+1.10614e+01j)
 (1.10000e+08+0.00000e+00j)  (1.16008e+01+1.16008e+01j)
 (1.20000e+08+0.00000e+00j)  (1.21161e+01+1.21161e+01j)
 (1.30000e+08+0.00000e+00j)  (1.26102e+01+1.26102e+01j)
 (1.40000e+08+0.00000e+00j)  (1.30855e+01+1.30855e+01j)
 (1.50000e+08+0.00000e+00j)  (1.35440e+01+1.35440e+01j)
 (1.60000e+08+0.00000e+00j)  (1.39874e+01+1.39874e+01j)
 (1.70000e+08+0.00000e+00j)  (1.44169e+01+1.44169e+01j)
 (1.80000e+08+0.00000e+00j)  (1.48338e+01+1.48338e+01j)
 (1.90000e+08+0.00000e+00j)  (1.52392e+01+1.52392e+01j)
 (2.00000e+08+0.00000e+00j)  (1.56339e+01+1.56339e+01j)
 (2.10000e+08+0.00000e+00j)  (1.60187e+01+1.60187e+01j)
 (2.20000e+08+0.00000e+00j)  (1.63942e+01+1.63942e+01j)
 (2.30000e+08+0.00000e+00j)  (1.67612e+01+1.67612e+01j)
 (2.40000e+08+0.00000e+00j)  (1.71201e+01+1.71201e+01j)
 (2.50000e+08+0.00000e+00j)  (1.74714e+01+1.74714e+01j)
 (2.60000e+08+0.00000e+00j)  (1.78156e+01+1.78156e+01j)
 (2.70000e+08+0.00000e+00j)  (1.81531e+01+1.81531e+01j)
 (2.80000e+08+0.00000e+00j)  (1.84842e+01+1.84842e+01j)
 (2.90000e+08+0.00000e+00j)  (1.88093e+01+1.88093e+01j)
 (3.00000e+08+0.00000e+00j)  (1.91286e+01+1.91286e+01j)
 (3.10000e+08+0.00000e+00j)  (1.94424e+01+1.94424e+01j)
 (3.20000e+08+0.00000e+00j)  (1.97511e+01+1.97511e+01j)
 (3.30000e+08+0.00000e+00j)  (2.00547e+01+2.00547e+01j)
 (3.40000e+08+0.00000e+00j)  (2.03536e+01+2.03536e+01j)
 (3.50000e+08+0.00000e+00j)  (2.06480e+01+2.06480e+01j)
 (3.60000e+08+0.00000e+00j)  (2.09379e+01+2.09379e+01j)
 (3.70000e+08+0.00000e+00j)  (2.12237e+01+2.12237e+01j)
 (3.80000e+08+0.00000e+00j)  (2.15054e+01+2.15054e+01j)
 (3.90000e+08+0.00000e+00j)  (2.17832e+01+2.17832e+01j)
 (4.00000e+08+0.00000e+00j)  (2.20572e+01+2.20572e+01j)
 (4.10000e+08+0.00000e+00j)  (2.23277e+01+2.23277e+01j)
 (4.20000e+08+0.00000e+00j)  (2.25946e+01+2.25946e+01j)
 (4.30000e+08+0.00000e+00j)  (2.28582e+01+2.28582e+01j)
 (4.40000e+08+0.00000e+00j)  (2.31185e+01+2.31185e+01j)
 (4.50000e+08+0.00000e+00j)  (2.33756e+01+2.33756e+01j)
 (4.60000e+08+0.00000e+00j)  (2.36296e+01+2.36296e+01j)
 (4.70000e+08+0.00000e+00j)  (2.38807e+01+2.38807e+01j)
 (4.80000e+08+0.00000e+00j)  (2.41289e+01+2.41289e+01j)
 (4.90000e+08+0.00000e+00j)  (2.43743e+01+2.43743e+01j)
 (5.00000e+08+0.00000e+00j)  (2.46169e+01+2.46169e+01j)
 (5.10000e+08+0.00000e+00j)  (2.48569e+01+2.48569e+01j)
 (5.20000e+08+0.00000e+00j)  (2.50943e+01+2.50943e+01j)
 (5.30000e+08+0.00000e+00j)  (2.53292e+01+2.53292e+01j)
 (5.40000e+08+0.00000e+00j)  (2.55616e+01+2.55616e+01j)
 (5.50000e+08+0.00000e+00j)  (2.57917e+01+2.57917e+01j)
 (5.60000e+08+0.00000e+00j)  (2.60194e+01+2.60194e+01j)
 (5.70000e+08+0.00000e+00j)  (2.62448e+01+2.62448e+01j)
 (5.80000e+08+0.00000e+00j)  (2.64680e+01+2.64680e+01j)
 (5.90000e+08+0.00000e+00j)  (2.66891e+01+2.66891e+01j)
 (6.00000e+08+0.00000e+00j)  (2.69080e+01+2.69080e+01j)
 (6.10000e+08+0.00000e+00j)  (2.71248e+01+2.71248e+01j)
 (6.20000e+08+0.00000e+00j)  (2.73396e+01+2.73396e+01j)
 (6.30000e+08+0.00000e+00j)  (2.75524e+01+2.75524e+01j)
 (6.40000e+08+0.00000e+00j)  (2.77633e+01+2.77633e+01j)
 (6.50000e+08+0.00000e+00j)  (2.79722e+01+2.79722e+01j)
 (6.60000e+08+0.00000e+00j)  (2.81793e+01+2.81793e+01j)
 (6.70000e+08+0.00000e+00j)  (2.83845e+01+2.83845e+01j)
 (6.80000e+08+0.00000e+00j)  (2.85879e+01+2.85879e+01j)
 (6.90000e+08+0.00000e+00j)  (2.87896e+01+2.87896e+01j)
 (7.00000e+08+0.00000e+00j)  (2.89895e+01+2.89895e+01j)
 (7.10000e+08+0.00000e+00j)  (2.91877e+01+2.91877e+01j)
 (7.20000e+08+0.00000e+00j)  (2.93843e+01+2.93843e+01j)
 (7.30000e+08+0.00000e+00j)  (2.95792e+01+2.95792e+01j)
 (7.40000e+08+0.00000e+00j)  (2.97725e+01+2.97725e+01j)
 (7.50000e+08+0.00000e+00j)  (2.99642e+01+2.99642e+01j)
 (7.60000e+08+0.00000e+00j)  (3.01543e+01+3.01543e+01j)
 (7.70000e+08+0.00000e+00j)  (3.03429e+01+3.03429e+01j)
 (7.80000e+08+0.00000e+00j)  (3.05300e+01+3.05300e+01j)
 (7.90000e+08+0.00000e+00j)  (3.07156e+01+3.07156e+01j)
 (8.00000e+08+0.00000e+00j)  (3.08997e+01+3.08997e+01j)
 (8.10000e+08+0.00000e+00j)  (3.10824e+01+3.10824e+01j)
 (8.20000e+08+0.00000e+00j)  (3.12636e+01+3.12636e+01j)
 (8.30000e+08+0.00000e+00j)  (3.14435e+01+3.14435e+01j)
 (8.40000e+08+0.00000e+00j)  (3.16219e+01+3.16219e+01j)
 (8.50000e+08+0.00000e+00j)  (3.17990e+01+3.17990e+01j)
 (8.60000e+08+0.00000e+00j)  (3.19748e+01+3.19748e+01j)
 (8.70000e+08+0.00000e+00j)  (3.21492e+01+3.21492e+01j)
 (8.80000e+08+0.00000e+00j)  (3.23223e+01+3.23223e+01j)
 (8.90000e+08+0.00000e+00j)  (3.24942e+01+3.24942e+01j)
 (9.00000e+08+0.00000e+00j)  (3.26647e+01+3.26647e+01j)
 (9.10000e+08+0.00000e+00j)  (3.28340e+01+3.28340e+01j)
 (9.20000e+08+0.00000e+00j)  (3.30021e+01+3.30021e+01j)
 (9.30000e+08+0.00000e+00j)  (3.31689e+01+3.31689e+01j)
 (9.40000e+08+0.00000e+00j)  (3.33345e+01+3.33345e+01j)
 (9.50000e+08+0.00000e+00j)  (3.34989e+01+3.34989e+01j)
 (9.60000e+08+0.00000e+00j)  (3.36621e+01+3.36621e+01j)
 (9.70000e+08+0.00000e+00j)  (3.38242e+01+3.38242e+01j)
 (9.80000e+08+0.00000e+00j)  (3.39851e+01+3.39851e+01j)
 (9.90000e+08+0.00000e+00j)  (3.41448e+01+3.41448e+01j)
 (1.00000e+09+0.00000e+00j)  (3.43035e+01+3.43035e+01j)
 (1.10000e+09+0.00000e+00j)  (3.58301e+01+3.58301e+01j)
 (1.20000e+09+0.00000e+00j)  (3.72554e+01+3.72554e+01j)
 (1.30000e+09+0.00000e+00j)  (3.85881e+01+3.85881e+01j)
 (1.40000e+09+0.00000e+00j)  (3.98349e+01+3.98349e+01j)
 (1.50000e+09+0.00000e+00j)  (4.10017e+01+4.10017e+01j)
 (1.60000e+09+0.00000e+00j)  (4.20932e+01+4.20932e+01j)
 (1.70000e+09+0.00000e+00j)  (4.31134e+01+4.31134e+01j)
 (1.80000e+09+0.00000e+00j)  (4.40658e+01+4.40658e+01j)
 (1.90000e+09+0.00000e+00j)  (4.49535e+01+4.49535e+01j)
 (2.00000e+09+0.00000e+00j)  (4.57792e+01+4.57792e+01j)
 (2.10000e+09+0.00000e+00j)  (4.65453e+01+4.65453e+01j)
 (2.20000e+09+0.00000e+00j)  (4.72540e+01+4.72540e+01j)
 (2.30000e+09+0.00000e+00j)  (4.79074e+01+4.79074e+01j)
 (2.40000e+09+0.00000e+00j)  (4.85075e+01+4.85075e+01j)
 (2.50000e+09+0.00000e+00j)  (4.90559e+01+4.90559e+01j)
 (2.60000e+09+0.00000e+00j)  (4.95544e+01+4.95543e+01j)
 (2.70000e+09+0.00000e+00j)  (5.00045e+01+5.00045e+01j)
 (2.80000e+09+0.00000e+00j)  (5.04079e+01+5.04078e+01j)
 (2.90000e+09+0.00000e+00j)  (5.07659e+01+5.07659e+01j)
 (3.00000e+09+0.00000e+00j)  (5.10801e+01+5.10801e+01j)
 (3.10000e+09+0.00000e+00j)  (5.13519e+01+5.13519e+01j)
 (3.20000e+09+0.00000e+00j)  (5.15826e+01+5.15826e+01j)
 (3.30000e+09+0.00000e+00j)  (5.17737e+01+5.17736e+01j)
 (3.40000e+09+0.00000e+00j)  (5.19263e+01+5.19263e+01j)
 (3.50000e+09+0.00000e+00j)  (5.20418e+01+5.20418e+01j)
 (3.60000e+09+0.00000e+00j)  (5.21215e+01+5.21215e+01j)
 (3.70000e+09+0.00000e+00j)  (5.21667e+01+5.21667e+01j)
 (3.80000e+09+0.00000e+00j)  (5.21786e+01+5.21786e+01j)
 (3.90000e+09+0.00000e+00j)  (5.21584e+01+5.21584e+01j)
 (4.00000e+09+0.00000e+00j)  (5.21074e+01+5.21074e+01j)
 (4.10000e+09+0.00000e+00j)  (5.20267e+01+5.20266e+01j)
 (4.20000e+09+0.00000e+00j)  (5.19175e+01+5.19175e+01j)
 (4.30000e+09+0.00000e+00j)  (5.17809e+01+5.17809e+01j)
 (4.40000e+09+0.00000e+00j)  (5.16182e+01+5.16182e+01j)
 (4.50000e+09+0.00000e+00j)  (5.14305e+01+5.14305e+01j)
 (4.60000e+09+0.00000e+00j)  (5.12188e+01+5.12188e+01j)
 (4.70000e+09+0.00000e+00j)  (5.09842e+01+5.09842e+01j)
 (4.80000e+09+0.00000e+00j)  (5.07278e+01+5.07278e+01j)
 (4.90000e+09+0.00000e+00j)  (5.04507e+01+5.04507e+01j)
 (5.00000e+09+0.00000e+00j)  (5.01539e+01+5.01538e+01j)
 (5.10000e+09+0.00000e+00j)  (4.98383e+01+4.98383e+01j)
 (5.20000e+09+0.00000e+00j)  (4.95050e+01+4.95050e+01j)
 (5.30000e+09+0.00000e+00j)  (4.91549e+01+4.91549e+01j)
 (5.40000e+09+0.00000e+00j)  (4.87890e+01+4.87890e+01j)
 (5.50000e+09+0.00000e+00j)  (4.84082e+01+4.84082e+01j)
 (5.60000e+09+0.00000e+00j)  (4.80134e+01+4.80134e+01j)
 (5.70000e+09+0.00000e+00j)  (4.76054e+01+4.76054e+01j)
 (5.80000e+09+0.00000e+00j)  (4.71851e+01+4.71851e+01j)
 (5.90000e+09+0.00000e+00j)  (4.67534e+01+4.67534e+01j)
 (6.00000e+09+0.00000e+00j)  (4.63109e+01+4.63109e+01j)
 (6.10000e+09+0.00000e+00j)  (4.58586e+01+4.58586e+01j)
 (6.20000e+09+0.00000e+00j)  (4.53971e+01+4.53971e+01j)
 (6.30000e+09+0.00000e+00j)  (4.49272e+01+4.49272e+01j)
 (6.40000e+09+0.00000e+00j)  (4.44496e+01+4.44495e+01j)
 (6.50000e+09+0.00000e+00j)  (4.39649e+01+4.39649e+01j)
 (6.60000e+09+0.00000e+00j)  (4.34738e+01+4.34738e+01j)
 (6.70000e+09+0.00000e+00j)  (4.29770e+01+4.29770e+01j)
 (6.80000e+09+0.00000e+00j)  (4.24751e+01+4.24751e+01j)
 (6.90000e+09+0.00000e+00j)  (4.19686e+01+4.19686e+01j)
 (7.00000e+09+0.00000e+00j)  (4.14582e+01+4.14582e+01j)
 (7.10000e+09+0.00000e+00j)  (4.09443e+01+4.09443e+01j)
 (7.20000e+09+0.00000e+00j)  (4.04275e+01+4.04275e+01j)
 (7.30000e+09+0.00000e+00j)  (3.99083e+01+3.99083e+01j)
 (7.40000e+09+0.00000e+00j)  (3.93872e+01+3.93872e+01j)
 (7.50000e+09+0.00000e+00j)  (3.88646e+01+3.88646e+01j)
 (7.60000e+09+0.00000e+00j)  (3.83410e+01+3.83410e+01j)
 (7.70000e+09+0.00000e+00j)  (3.78168e+01+3.78168e+01j)
 (7.80000e+09+0.00000e+00j)  (3.72924e+01+3.72923e+01j)
 (7.90000e+09+0.00000e+00j)  (3.67681e+01+3.67681e+01j)
 (8.00000e+09+0.00000e+00j)  (3.62444e+01+3.62444e+01j)
 (8.10000e+09+0.00000e+00j)  (3.57217e+01+3.57216e+01j)
 (8.20000e+09+0.00000e+00j)  (3.52001e+01+3.52001e+01j)
 (8.30000e+09+0.00000e+00j)  (3.46801e+01+3.46801e+01j)
 (8.40000e+09+0.00000e+00j)  (3.41619e+01+3.41619e+01j)
 (8.50000e+09+0.00000e+00j)  (3.36459e+01+3.36458e+01j)
 (8.60000e+09+0.00000e+00j)  (3.31322e+01+3.31322e+01j)
 (8.70000e+09+0.00000e+00j)  (3.26212e+01+3.26211e+01j)
 (8.80000e+09+0.00000e+00j)  (3.21130e+01+3.21130e+01j)
 (8.90000e+09+0.00000e+00j)  (3.16080e+01+3.16079e+01j)
 (9.00000e+09+0.00000e+00j)  (3.11062e+01+3.11062e+01j)
 (9.10000e+09+0.00000e+00j)  (3.06080e+01+3.06079e+01j)
 (9.20000e+09+0.00000e+00j)  (3.01134e+01+3.01134e+01j)
 (9.30000e+09+0.00000e+00j)  (2.96227e+01+2.96227e+01j)
 (9.40000e+09+0.00000e+00j)  (2.91361e+01+2.91361e+01j)
 (9.50000e+09+0.00000e+00j)  (2.86536e+01+2.86536e+01j)
 (9.60000e+09+0.00000e+00j)  (2.81754e+01+2.81754e+01j)
 (9.70000e+09+0.00000e+00j)  (2.77017e+01+2.77017e+01j)
 (9.80000e+09+0.00000e+00j)  (2.72325e+01+2.72325e+01j)
 (9.90000e+09+0.00000e+00j)  (2.67680e+01+2.67680e+01j)
 (1.00000e+10+0.00000e+00j)  (2.63083e+01+2.63083e+01j)
 (1.10000e+10+0.00000e+00j)  (2.19897e+01+2.19896e+01j)
 (1.20000e+10+0.00000e+00j)  (1.82037e+01+1.82037e+01j)
 (1.30000e+10+0.00000e+00j)  (1.49497e+01+1.49496e+01j)
 (1.40000e+10+0.00000e+00j)  (1.21951e+01+1.21951e+01j)
 (1.50000e+10+0.00000e+00j)  (9.89130e+00+9.89129e+00j)
 (1.60000e+10+0.00000e+00j)  (7.98331e+00+7.98330e+00j)
 (1.70000e+10+0.00000e+00j)  (6.41580e+00+6.41579e+00j)
 (1.80000e+10+0.00000e+00j)  (5.13669e+00+5.13668e+00j)
 (1.90000e+10+0.00000e+00j)  (4.09891e+00+4.09890e+00j)
 (2.00000e+10+0.00000e+00j)  (3.26109e+00+3.26108e+00j)
 (2.10000e+10+0.00000e+00j)  (2.58760e+00+2.58760e+00j)
 (2.20000e+10+0.00000e+00j)  (2.04827e+00+2.04827e+00j)
 (2.30000e+10+0.00000e+00j)  (1.61781e+00+1.61781e+00j)
 (2.40000e+10+0.00000e+00j)  (1.27527e+00+1.27527e+00j)
 (2.50000e+10+0.00000e+00j)  (1.00342e+00+1.00342e+00j)
 (2.60000e+10+0.00000e+00j)  (7.88204e-01+7.88203e-01j)
 (2.70000e+10+0.00000e+00j)  (6.18189e-01+6.18188e-01j)
 (2.80000e+10+0.00000e+00j)  (4.84153e-01+4.84152e-01j)
 (2.90000e+10+0.00000e+00j)  (3.78675e-01+3.78675e-01j)
 (3.00000e+10+0.00000e+00j)  (2.95812e-01+2.95811e-01j)
 (3.10000e+10+0.00000e+00j)  (2.30814e-01+2.30814e-01j)
 (3.20000e+10+0.00000e+00j)  (1.79904e-01+1.79904e-01j)
 (3.30000e+10+0.00000e+00j)  (1.40082e-01+1.40082e-01j)
 (3.40000e+10+0.00000e+00j)  (1.08971e-01+1.08971e-01j)
 (3.50000e+10+0.00000e+00j)  (8.46937e-02+8.46935e-02j)
 (3.60000e+10+0.00000e+00j)  (6.57698e-02+6.57696e-02j)
 (3.70000e+10+0.00000e+00j)  (5.10336e-02+5.10335e-02j)
 (3.80000e+10+0.00000e+00j)  (3.95695e-02+3.95694e-02j)
 (3.90000e+10+0.00000e+00j)  (3.06588e-02+3.06587e-02j)
 (4.00000e+10+0.00000e+00j)  (2.37387e-02+2.37386e-02j)
 (4.10000e+10+0.00000e+00j)  (1.83687e-02+1.83687e-02j)
 (4.20000e+10+0.00000e+00j)  (1.42049e-02+1.42048e-02j)
 (4.30000e+10+0.00000e+00j)  (1.09785e-02+1.09785e-02j)
 (4.40000e+10+0.00000e+00j)  (8.48024e-03+8.48021e-03j)
 (4.50000e+10+0.00000e+00j)  (6.54702e-03+6.54700e-03j)
 (4.60000e+10+0.00000e+00j)  (5.05196e-03+5.05194e-03j)
 (4.70000e+10+0.00000e+00j)  (3.89642e-03+3.89641e-03j)
 (4.80000e+10+0.00000e+00j)  (3.00380e-03+3.00379e-03j)
 (4.90000e+10+0.00000e+00j)  (2.31464e-03+2.31464e-03j)
 (5.00000e+10+0.00000e+00j)  (1.78284e-03+1.78284e-03j)
 (5.10000e+10+0.00000e+00j)  (1.37266e-03+1.37266e-03j)
 (5.20000e+10+0.00000e+00j)  (1.05644e-03+1.05644e-03j)
 (5.30000e+10+0.00000e+00j)  (8.12759e-04+8.12756e-04j)
 (5.40000e+10+0.00000e+00j)  (6.25060e-04+6.25058e-04j)
 (5.50000e+10+0.00000e+00j)  (4.80540e-04+4.80538e-04j)
 (5.60000e+10+0.00000e+00j)  (3.69310e-04+3.69309e-04j)
 (5.70000e+10+0.00000e+00j)  (2.83734e-04+2.83733e-04j)
 (5.80000e+10+0.00000e+00j)  (2.17920e-04+2.17919e-04j)
 (5.90000e+10+0.00000e+00j)  (1.67321e-04+1.67320e-04j)
 (6.00000e+10+0.00000e+00j)  (1.28433e-04+1.28433e-04j)
 (6.10000e+10+0.00000e+00j)  (9.85555e-05+9.85551e-05j)
 (6.20000e+10+0.00000e+00j)  (7.56077e-05+7.56074e-05j)
 (6.30000e+10+0.00000e+00j)  (5.79878e-05+5.79876e-05j)
 (6.40000e+10+0.00000e+00j)  (4.44627e-05+4.44626e-05j)
 (6.50000e+10+0.00000e+00j)  (3.40838e-05+3.40837e-05j)
 (6.60000e+10+0.00000e+00j)  (2.61214e-05+2.61212e-05j)
 (6.70000e+10+0.00000e+00j)  (2.00144e-05+2.00143e-05j)
 (6.80000e+10+0.00000e+00j)  (1.53317e-05+1.53316e-05j)
 (6.90000e+10+0.00000e+00j)  (1.17420e-05+1.17420e-05j)
 (7.00000e+10+0.00000e+00j)  (8.99091e-06+8.99087e-06j)
 (7.10000e+10+0.00000e+00j)  (6.88294e-06+6.88291e-06j)
 (7.20000e+10+0.00000e+00j)  (5.26814e-06+5.26812e-06j)
 (7.30000e+10+0.00000e+00j)  (4.03140e-06+4.03138e-06j)
 (7.40000e+10+0.00000e+00j)  (3.08440e-06+3.08439e-06j)
 (7.50000e+10+0.00000e+00j)  (2.35943e-06+2.35942e-06j)
 (7.60000e+10+0.00000e+00j)  (1.80453e-06+1.80452e-06j)
 (7.70000e+10+0.00000e+00j)  (1.37989e-06+1.37989e-06j)
 (7.80000e+10+0.00000e+00j)  (1.05500e-06+1.05499e-06j)
 (7.90000e+10+0.00000e+00j)  (8.06467e-07+8.06463e-07j)
 (8.00000e+10+0.00000e+00j)  (6.16383e-07+6.16380e-07j)
 (8.10000e+10+0.00000e+00j)  (4.71027e-07+4.71025e-07j)
 (8.20000e+10+0.00000e+00j)  (3.59894e-07+3.59892e-07j)
 (8.30000e+10+0.00000e+00j)  (2.74940e-07+2.74939e-07j)
 (8.40000e+10+0.00000e+00j)  (2.10009e-07+2.10008e-07j)
 (8.50000e+10+0.00000e+00j)  (1.60389e-07+1.60388e-07j)
 (8.60000e+10+0.00000e+00j)  (1.22476e-07+1.22475e-07j)
 (8.70000e+10+0.00000e+00j)  (9.35121e-08+9.35116e-08j)
 (8.80000e+10+0.00000e+00j)  (7.13883e-08+7.13879e-08j)
 (8.90000e+10+0.00000e+00j)  (5.44915e-08+5.44913e-08j)
 (9.00000e+10+0.00000e+00j)  (4.15888e-08+4.15885e-08j)
 (9.10000e+10+0.00000e+00j)  (3.17372e-08+3.17370e-08j)
 (9.20000e+10+0.00000e+00j)  (2.42163e-08+2.42162e-08j)
 (9.30000e+10+0.00000e+00j)  (1.84755e-08+1.84754e-08j)
 (9.40000e+10+0.00000e+00j)  (1.40940e-08+1.40939e-08j)
 (9.50000e+10+0.00000e+00j)  (1.07503e-08+1.07502e-08j)
 (9.60000e+10+0.00000e+00j)  (8.19898e-09+8.19894e-09j)
 (9.70000e+10+0.00000e+00j)  (6.25246e-09+6.25243e-09j)
 (9.80000e+10+0.00000e+00j)  (4.76756e-09+4.76753e-09j)
 (9.90000e+10+0.00000e+00j)  (3.63492e-09+3.63490e-09j)
 (1.00000e+11+0.00000e+00j)  (2.77108e-09+2.77107e-09j)
 (1.10000e+11+0.00000e+00j)  (1.82775e-10+1.82774e-10j)
 (1.20000e+11+0.00000e+00j)  (1.19550e-11+1.19549e-11j)
 (1.30000e+11+0.00000e+00j)  (7.76482e-13+7.76476e-13j)
 (1.40000e+11+0.00000e+00j)  (5.01323e-14+5.01319e-14j)
 (1.50000e+11+0.00000e+00j)  (3.22009e-15+3.22006e-15j)
 (1.60000e+11+0.00000e+00j)  (2.05908e-16+2.05906e-16j)
 (1.70000e+11+0.00000e+00j)  (1.31150e-17+1.31148e-17j)
 (1.80000e+11+0.00000e+00j)  (8.32430e-19+8.32421e-19j)
 (1.90000e+11+0.00000e+00j)  (5.26719e-20+5.26713e-20j)
 (2.00000e+11+0.00000e+00j)  (3.32354e-21+3.32350e-21j)
 (2.10000e+11+0.00000e+00j)  (2.09184e-22+2.09182e-22j)
 (2.20000e+11+0.00000e+00j)  (1.31362e-23+1.31360e-23j)
 (2.30000e+11+0.00000e+00j)  (8.23200e-25+8.23188e-25j)
 (2.40000e+11+0.00000e+00j)  (5.14893e-26+5.14886e-26j)
 (2.50000e+11+0.00000e+00j)  (3.21493e-27+3.21488e-27j)
 (2.60000e+11+0.00000e+00j)  (2.00414e-28+2.00411e-28j)
 (2.70000e+11+0.00000e+00j)  (1.24750e-29+1.24748e-29j)
 (2.80000e+11+0.00000e+00j)  (7.75447e-31+7.75434e-31j)
 (2.90000e+11+0.00000e+00j)  (4.81403e-32+4.81395e-32j)
 (3.00000e+11+0.00000e+00j)  (2.98502e-33+2.98497e-33j)
 (3.10000e+11+0.00000e+00j)  (1.84885e-34+1.84882e-34j)
 (3.20000e+11+0.00000e+00j)  (1.14394e-35+1.14392e-35j)
 (3.30000e+11+0.00000e+00j)  (7.07096e-37+7.07082e-37j)
 (3.40000e+11+0.00000e+00j)  (4.36671e-38+4.36662e-38j)
 (3.50000e+11+0.00000e+00j)  (2.69434e-39+2.69428e-39j)
 (3.60000e+11+0.00000e+00j)  (1.66110e-40+1.66106e-40j)
 (3.70000e+11+0.00000e+00j)  (1.02330e-41+1.02328e-41j)
 (3.80000e+11+0.00000e+00j)  (6.29928e-43+6.29914e-43j)
 (3.90000e+11+0.00000e+00j)  (3.87506e-44+3.87497e-44j)
 (4.00000e+11+0.00000e+00j)  (2.38220e-45+2.38215e-45j)
 (4.10000e+11+0.00000e+00j)  (1.46355e-46+1.46351e-46j)
 (4.20000e+11+0.00000e+00j)  (8.98622e-48+8.98600e-48j)
 (4.30000e+11+0.00000e+00j)  (5.51442e-49+5.51428e-49j)
 (4.40000e+11+0.00000e+00j)  (3.38211e-50+3.38202e-50j)
 (4.50000e+11+0.00000e+00j)  (2.07324e-51+2.07319e-51j)
 (4.60000e+11+0.00000e+00j)  (1.27028e-52+1.27024e-52j)
 (4.70000e+11+0.00000e+00j)  (7.77929e-54+7.77907e-54j)
 (4.80000e+11+0.00000e+00j)  (4.76195e-55+4.76181e-55j)
 (4.90000e+11+0.00000e+00j)  (2.91367e-56+2.91359e-56j)
 (5.00000e+11+0.00000e+00j)  (1.78203e-57+1.78198e-57j)
 (5.10000e+11+0.00000e+00j)  (1.08947e-58+1.08944e-58j)
 (5.20000e+11+0.00000e+00j)  (6.65809e-60+6.65789e-60j)
 (5.30000e+11+0.00000e+00j)  (4.06745e-61+4.06732e-61j)
 (5.40000e+11+0.00000e+00j)  (2.48393e-62+2.48385e-62j)
 (5.50000e+11+0.00000e+00j)  (1.51638e-63+1.51633e-63j)
 (5.60000e+11+0.00000e+00j)  (9.25408e-65+9.25377e-65j)
 (5.70000e+11+0.00000e+00j)  (5.64572e-66+5.64553e-66j)
 (5.80000e+11+0.00000e+00j)  (3.44327e-67+3.44315e-67j)
 (5.90000e+11+0.00000e+00j)  (2.09939e-68+2.09932e-68j)
 (6.00000e+11+0.00000e+00j)  (1.27965e-69+1.27961e-69j)
 (6.10000e+11+0.00000e+00j)  (7.79773e-71+7.79745e-71j)
 (6.20000e+11+0.00000e+00j)  (4.75038e-72+4.75020e-72j)
 (6.30000e+11+0.00000e+00j)  (2.89318e-73+2.89307e-73j)
 (6.40000e+11+0.00000e+00j)  (1.76162e-74+1.76155e-74j)
 (6.50000e+11+0.00000e+00j)  (1.07237e-75+1.07233e-75j)
 (6.60000e+11+0.00000e+00j)  (6.52637e-77+6.52611e-77j)
 (6.70000e+11+0.00000e+00j)  (3.97100e-78+3.97084e-78j)
 (6.80000e+11+0.00000e+00j)  (2.41563e-79+2.41554e-79j)
 (6.90000e+11+0.00000e+00j)  (1.46916e-80+1.46910e-80j)
 (7.00000e+11+0.00000e+00j)  (8.93335e-82+8.93297e-82j)
 (7.10000e+11+0.00000e+00j)  (5.43089e-83+5.43066e-83j)
 (7.20000e+11+0.00000e+00j)  (3.30098e-84+3.30083e-84j)
 (7.30000e+11+0.00000e+00j)  (2.00599e-85+2.00591e-85j)
 (7.40000e+11+0.00000e+00j)  (1.21881e-86+1.21875e-86j)
 (7.50000e+11+0.00000e+00j)  (7.40390e-88+7.40357e-88j)
 (7.60000e+11+0.00000e+00j)  (4.49686e-89+4.49666e-89j)
 (7.70000e+11+0.00000e+00j)  (2.73076e-90+2.73063e-90j)
 (7.80000e+11+0.00000e+00j)  (1.65799e-91+1.65792e-91j)
 (7.90000e+11+0.00000e+00j)  (1.00649e-92+1.00645e-92j)
 (8.00000e+11+0.00000e+00j)  (6.10901e-94+6.10871e-94j)
 (8.10000e+11+0.00000e+00j)  (3.70733e-95+3.70715e-95j)
 (8.20000e+11+0.00000e+00j)  (2.24950e-96+2.24939e-96j)
 (8.30000e+11+0.00000e+00j)  (1.36473e-97+1.36466e-97j)
 (8.40000e+11+0.00000e+00j)  (8.27834e-99+8.27793e-99j)
 (8.50000e+11+0.00000e+00j)  (5.02087e-100+5.02061e-100j)
 (8.60000e+11+0.00000e+00j)  (3.04476e-101+3.04461e-101j)
 (8.70000e+11+0.00000e+00j)  (1.84616e-102+1.84607e-102j)
 (8.80000e+11+0.00000e+00j)  (1.11925e-103+1.11920e-103j)
 (8.90000e+11+0.00000e+00j)  (6.78472e-105+6.78436e-105j)
 (9.00000e+11+0.00000e+00j)  (4.11225e-106+4.11203e-106j)
 (9.10000e+11+0.00000e+00j)  (2.49215e-107+2.49201e-107j)
 (9.20000e+11+0.00000e+00j)  (1.51013e-108+1.51005e-108j)
 (9.30000e+11+0.00000e+00j)  (9.14968e-110+9.14918e-110j)
 (9.40000e+11+0.00000e+00j)  (5.54302e-111+5.54271e-111j)
